time	TFPI	VIIa_TF	VIIa_TF_X	VIIa_TF_Xa	X	Xa	Xa_TFPI	Xa_TFPI_VIIa_TF
0.0.	2.4	0.9999996999999999	0.0	0.0	169.9999	0.0	0.0	0.0
0.0.16.0	2.189835644939971	0.47523975020802606	0.29649276662003704	0.225895472418658	148.3745598581965	20.89278754770482	0.207792644306749	0.0023717107532780003
0.0.32.0	1.688976283041337	0.469025718231507	0.25611846741120303	0.258008313192145	129.85855863836298	38.91619086407509	0.694176515793519	0.016847201165143003
0.0.48.0	1.1298572456461091	0.45496956792103005	0.218079200332042	0.27910766410610705	113.97959900090181	54.25297138030623	1.222299486713071	0.04784326764082
0.0.64.0	0.670983485533817	0.434311158183302	0.18363883822620602	0.289795427366772	100.54032377367791	67.25712544626303	1.636762238242464	0.09225427622371801
0.0.8.0	0.36159634494041104	0.409974112691297	0.153895102731509	0.292286056487891	89.25680624082709	78.25850894489402	1.8945592269702851	0.143844428089304
0.0.96.0	0.180934285284638	0.384673414010456	0.1290966660906	0.289178521407496	79.80007795481673	87.56248114296994	2.022014616223916	0.197051098491447
1.0.12.0	0.08650111453925201	0.360153913607953	0.10882254638720301	0.282634368441869	71.84974192879298	95.44520227091736	2.065110013897773	0.248388871562975
1.0.28.0	0.041234782810102004	0.33725929076884703	0.092364315960737	0.27416016724644404	65.12558175302364	102.14902854657946	2.062549291165926	0.296215926023972
1.0.44.0	0.020925358121615	0.31626158926498	0.07899152575597501	0.26471326116931804	59.396773805767744	107.88034676542874	2.039041318068656	0.340033323809729
1.0.6.0	0.012215188702175	0.29714510627323604	0.06806892922284401	0.25487832282212003	54.47862635506182	112.8105415815955	2.007877469616023	0.379907341681801
1.0.76.0	0.008544623607682001	0.279777100691786	0.059083925872599	0.24500945728853202	50.22489958319876	117.07945165724786	1.975326160245233	0.41612921614708404
1.0.92.0	0.006958722941136	0.26399174918011403	0.051635862833074	0.23532189856089303	46.51981992688043	120.8000810346668	1.943991087632942	0.449050189425921
2.0.08.0	0.006210914390451	0.24962534328802802	0.045414800995314	0.22594622602121603	43.271275860624186	124.06347402674977	1.914775755914103	0.479013329695445
2.0.24.0	0.005800354470361001	0.23652845116383203	0.040180870489695	0.216959859862582	40.40545329298118	126.94310633113695	1.887869127045745	0.506330518483894
2.0.4.0	0.0055320661225680004	0.22456853267172303	0.035747413999469	0.20840580013961102	37.8627334501273	129.49854540185618	1.8631899806882322	0.5312779531892
2.0.56.0	0.0053308039707090004	0.21362910326257	0.031968089217539006	0.20030426169061702	35.594583771148315	131.77837468191424	1.840570950200013	0.554098245829277
2.0.72.0	0.005166740629110001	0.203607911927557	0.028727229036643	0.192660218498188	33.56119823148413	133.82248106161018	1.819828918833276	0.5750043405376141
2.0.88.0	0.005027066857706	0.194415028631222	0.02593267404508	0.18546846417498503	31.729695812533333	135.6638301161044	1.800789399993578	0.5941835331487151
3.0.04.0	0.004905458675829	0.18597111939864402	0.023510426093852003	0.17871708397122602	30.072734443106334	137.32984350550453	1.78329347078789	0.6118010705362811
3.0.2.0	0.00479822155862	0.178205965315255	0.021400633372656002	0.17238986824187802	28.56743581995265	138.84347189999156	1.767198545371166	0.628003233070213
