time	ADP	ATP	BPG	P3G	pep	phos	pyr
27.0.	0.0006510524926740001	9.999348947507332	0.09594774883612701	4.904052251163883	2.169514653870566	2.330188649785987	2.4404853461294422
27.0.5.0	0.0006617681773050001	9.999338231822703	0.095941157798806	4.904058842201204	2.134204438949349	2.365516171429157	2.475795561050658
28.0.	0.0006728414125850001	9.999327158587421	0.09593435394123201	4.904065646058777	2.098897260141884	2.400841227329476	2.5111027398581243
28.0.5.0	0.0006842903552950001	9.99931570964471	0.09592732680094901	4.904072673199062	2.063593226335188	2.436163737219165	2.54640677366482
29.0.	0.000696134410253	9.999303865589752	0.095920065219024	4.904079934780986	2.028292452339653	2.4714836168515832	2.581707547660354
29.0.5.0	0.000708394339221	9.999291605660787	0.09591255728117301	4.904087442718839	1.9929950593239432	2.506800777734111	2.617004940676064
30.0.	0.000721092381405	9.999278907618606	0.095904790252803	4.904095209747209	1.957701175290339	2.542115126838268	2.652298824709668
30.0.5.0	0.000734252387002	9.999265747613007	0.095896750507254	4.904103249492759	1.922410935595079	2.577426566284675	2.687589064404928
31.0.	0.0007478999654780001	9.999252100034532	0.095888423446364	4.904111576553649	1.887124483518906	2.6127349930002133	2.722875516481101
31.0.5.0	0.0007620626504890001	9.999237937349521	0.09587979341241201	4.9041202065876	1.851841970893701	2.648040298344381	2.758158029106306
32.0.	0.000776770083687	9.999223229916325	0.095870843590311	4.9041291564097005	1.8165635587919151	2.683342367701464	2.793436441208093
32.0.5.0	0.000792054219954	9.999207945780057	0.09586155589877501	4.904138444101237	1.781289418286471	2.718641080034711	2.828710581713537
33.0.	0.000807949557046	9.999192050442968	0.095851910868976	4.904148089131036	1.7460197312899002	2.753936307398172	2.863980268710108
33.0.5.0	0.000824493393085	9.99917550660693	0.09584188750899501	4.904158112491018	1.710754691482784	2.789227914401311	2.899245308517225
34.0.	0.000841726115929	9.999158273884087	0.095831463152081	4.9041685368479335	1.6754945053430772	2.824515757620778	2.934505494656935
34.0.5.0	0.000859691529084	9.999140308470933	0.095820613286416	4.904179386713597	1.6402393932896842	2.859799684952992	2.969760606710331
35.0.	0.0008784372196820001	9.999121562780337	0.09580931136371601	4.904190688636297	1.604989590955738	2.895079534900237	3.005010409044279
35.0.5.0	0.000898014974941	9.999101985025078	0.095797528583521	4.904202471416493	1.569745350609544	2.930355135781888	3.040254649390475
36.0.	0.0009184812547590001	9.999081518745264	0.09578523364950901	4.904214766350505	1.534506942744049	2.965626304861212	3.0754930572559678
36.0.5.0	0.0009398977293960001	9.999060102270626	0.09577239249351001	4.904227607506503	1.4992746578592722	3.000892847376626	3.110725342140743
37.0.	0.0009623318929760001	9.999037668107045	0.09575896796212001	4.904241032037895	1.464048808466258	3.036154555464612	3.1459511915337552
37.0.5.0	0.0009858577655010002	9.99901414223452	0.09574491945986101	4.904255080540152	1.428829731346201	3.071411206959454	3.181170268653811
38.0.	0.001010556698636	9.998989443301387	0.09573020254172401	4.904269797458289	1.393617790104428	3.106662564052502	3.216382209895584
38.0.5.0	0.0010365183035500002	9.998963481696475	0.09571476844650201	4.90428523155351	1.358413378066278	3.141908371790788	3.251586621933734
39.0.	0.001063841522864	9.998936158477164	0.09569856356065401	4.904301436439358	1.323216921570852	3.177148356391373	3.286783078429161
39.0.5.0	0.00109263587346	9.99890736412657	0.09568152880035401	4.904318471199656	1.288028883729477	3.212382223343642	3.321971116270536
40.0.	0.001123022892652	9.998876977107379	0.09566359889678001	4.9043364011032295	1.2528497687291469	3.247609655266737	3.357150231270865
40.0.5.0	0.001155137827528	9.998844862172508	0.095644701566545	4.9043552984334635	1.217680126777688	3.282830309483304	3.392319873222324
41.0.	0.001189131616347	9.998810868383691	0.09562475654517201	4.904375243454834	1.182520559807859	3.318043815263326	3.427479440192153
41.0.5.0	0.001225173222438	9.998774826777607	0.095603674456534	4.904396325543469	1.147371728083134	3.353249770682781	3.462628271916878
42.0.	0.0012634523956980002	9.998736547604352	0.095581355484916	4.904418644515086	1.112234357879974	3.388447739030819	3.497765642120037
42.0.5.0	0.001304182955584	9.99869581704447	0.09555768780835201	4.904442312191645	1.077109250461789	3.423637244685453	3.532890749538221
43.0.	0.001347606713725	9.998652393286324	0.095532545741769	4.904467454258229	1.041997292611254	3.458817768360712	3.5680027073887572
43.0.5.0	0.0013939981857160001	9.998606001814325	0.09550578752534801	4.9044942124746544	1.006899469053387	3.493988741606991	3.603100530946624
44.0.	0.001443670282849	9.998556329717191	0.095477252676657	4.904522747323348	0.9718168771866501	3.529149540419552	3.638183122813359
44.0.5.0	0.0014969812288100001	9.998503018771231	0.095446758803017	4.904553241196988	0.9367507446495451	3.564299477776257	3.673249255350464
45.0.	0.001554343018605	9.998445656981437	0.09541409774161701	4.904585902258384	0.9017024503945681	3.59943779488243	3.7082975496054402
45.0.5.0	0.001616231833969	9.998383768166072	0.09537903085650801	4.904620969143494	0.8666735501322921	3.6345636508451813	3.743326449867717
46.0.	0.00168320096088	9.998316799039161	0.09534128327023901	4.904658716729761	0.83166580726296	3.669676110427692	3.778334192737049
46.0.5.0	0.001755896934787	9.998244103065252	0.09530053673866501	4.904699463261336	0.796681230756163	3.7047741294399703	3.813318769243846
47.0.	0.0018350798882040002	9.998164920111835	0.095256420782969	4.904743579217032	0.761722121906463	3.739856537198784	3.848277878093546
47.0.5.0	0.0019216494241280002	9.998078350575911	0.09520850156276901	4.904791498437233	0.7267911325366151	3.774922015324755	3.883208867463395
48.0.	0.002016677833314	9.997983322166728	0.09515626779278201	4.9048437322072225	0.6918913381175701	3.809969071922973	3.91810866188244
48.0.5.0	0.002121453184124	9.997878546815917	0.095099112749394	4.904900887250609	0.6570263305424631	3.844996009892278	3.9529736694575472
49.0.	0.002237535849557	9.997762464150481	0.095036311047432	4.904963688952573	0.6222003371082311	3.880000887693906	3.9877996628917813
49.0.5.0	0.0023668335696360003	9.9976331664304	0.094966988336438	4.905033011663566	0.5874183749005351	3.914981470332676	4.022581625099478
50.0.	0.002511702455343	9.997488297544692	0.094890081283965	4.905109918716038	0.552686453683577	3.949935167487813	4.057313546316435
