time	species_10	species_11	species_13	species_14	species_15	species_17	species_18	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_27	species_28	species_29	species_30	species_31	species_33	species_34	species_4	species_5	species_6	species_7	species_8
560.0.	3.666666666666666	68993.3278512153	9627.368920752959	100	100	22.906750130901276	103.96201636304421	3028.1146523685834	580.3702989112531	25.884013094882413	100	129.58644262497842	100	83.52847163727175	494.5847165618979	11231.442793747805	18893.528793447582	62.20710726648087	100	100	100	392.30156106624906	457.4055866682589	218813.97463776826	57744.95887656172	407310.5135509629
567.0.	3.666666666666666	68992.92886072546	9627.428610828507	100	100	22.906874883481052	103.95815105206971	3028.1356588531435	587.6475034555235	25.884154122397455	100	129.5928740801999	100	83.51740821199728	500.4313176425618	11231.37784887853	19135.00474360318	62.206747588488945	100	100	100	392.30279573402856	457.4070304960407	221554.7533154377	57745.316888552894	412435.60015852365
574.0.	3.666666666666666	68992.52819010377	9627.482240978175	100	100	22.906986086215763	103.954505780795	3028.1545366134724	594.9244451925583	25.88427983315304	100	129.59888607373716	100	83.50712542457579	506.2771719236894	11231.312624344371	19376.479293529228	62.20638633583831	100	100	100	392.30390522564426	457.40832798165013	224295.54019902297	57745.63855394594	417560.73583367205
581.0.	3.666666666666666	68992.12845276635	9627.530371648643	100	100	22.907085043789436	103.9510698851537	3028.171482331575	602.20113915001	25.884391701922343	100	129.60450424953615	100	83.49757052592854	512.1223321834641	11231.247546473185	19617.952442037626	62.20602587352022	100	100	100	392.30490110797365	457.4094926453999	227036.33445275782	57745.927234227725	422685.91557982983
588.0.	3.666666666666666	68991.73187725068	9627.573514769228	100	100	22.90717294461466	103.94783303115231	3028.186675668531	609.4775996205194	25.884491072051915	100	129.60975283836245	100	83.48869413585638	517.9668476267299	11231.18297884044	19859.424196400625	62.205668218553896	100	100	100	392.3057939471901	457.4105368380701	229777.13531833584	57746.18599988393	427811.1348634888
595.0.	3.666666666666667	68991.34034989779	9627.612137722579	100	100	22.907250870582597	103.94478522649804	3028.2002806576247	616.753840185251	25.884579166482144	100	129.614654720886	100	83.48045004492192	523.8107641138199	11231.119229226972	20100.894571079647	62.20531507856279	100	100	100	392.30659339058917	457.411471836518	232517.94210819333	57746.41765421471	432936.3895740472
602.0.	3.666666666666666	68990.95545336363	9627.646667005783	100	100	22.907319806035584	103.94191682865213	3028.212446990073	624.0298737381123	25.884657097889452	100	129.61923148948688	100	83.4727950264158	529.6541243758699	11231.056555896928	20342.363586596257	62.204967886582224	100	100	100	392.30730824210923	457.4123079319367	235258.75419934222	57746.62475529366	438061.67598694045
609.0.	3.666666666666666	68990.57850133826	9627.677491608189	100	100	22.907380646028024	103.93921854977023	3028.223311199785	631.3057125104273	25.884725878023612	100	129.6235035086332	100	83.4656886580495	535.4969682173133	11230.99517325761	20583.831268530983	62.20462783244002	100	100	100	392.3079465319459	457.41305451119973	237999.5710277109	57746.809636227605	443186.99072980776
616.0.	3.666666666666666	68990.210569817	9627.704966127638	100	100	22.9074342039318	103.93668145893794	3028.232997756887	638.5813680958574	25.88478642630443	100	129.62748997372	100	83.45909315301321	541.3393327062238	11230.93525695726	20825.297646637653	62.204295891021324	100	100	100	392.3085155808156	457.41372013196076	240740.39208295356	57746.97442384739	448312.3307514609
623.0.	3.666666666666666	68989.8525252391	9627.729413640578	100	100	22.90748121842705	103.93429698207098	3028.241620074435	645.8568514753956	25.884839577723614	100	129.6312089681988	100	83.45297320003303	547.1812523531493	11230.876948472274	21066.76275406158	62.203972847702715	100	100	100	392.30902205912497	457.4143125917992	243481.21690369176	57747.12105592241	453437.69329343684
630.0.	3.666666666666665	68989.50504978203	9627.75112834554	100	100	22.907522359928016	103.93205689980985	3028.249281435819	653.132173042282	25.884886090108022	100	129.6346775189335	100	83.44729581206302	553.0227592790553	11230.820359230778	21308.226626651205	62.20365932121588	100	100	100	392.3094720414877	457.4148389919311	246222.0450731529	57747.25129701605	458563.07586392696
637.0.	3.666666666666667	68989.16866407424	9627.770377996385	100	100	22.907558236485688	103.92995334370532	3028.2560758481586	660.4073426267107	25.884926650791822	100	129.6379116497087	100	83.44203018324966	558.8638833729666	11230.765574315386	21549.68930235357	62.20335578417828	100	100	100	392.30987105689667	457.4153057958425	248962.8762151764	57747.366753079776	463688.4762139
644.0.	3.666666666666665	68988.84374756702	9627.787406143978	100	100	22.90758939921432	103.9279787909559	3028.2620888283327	667.6823695202157	25.884961882750112	100	129.64092643288367	100	83.43714755381001	564.7046524398763	11230.71265578442	21791.150820685234	62.20306258150842	100	100	100	392.3102241349444	457.41571888330424	251703.7099905561	57747.46888489865	468813.89231523854
651.0.	3.666666666666665	68988.53055678477	9627.802434194624	100	100	22.907616347264646	103.92612605793333	3028.267398124882	674.9572624996474	25.88499235022033	100	129.64373603908572	100	83.43262108247028	570.545092339463	11230.661645647262	22032.61122227068	62.20277994692376	100	100	100	392.3105358482728	457.41608359998213	254444.5460936937	57747.559020437424	473939.32234073227
658.0.	3.666666666666665	68988.22924165287	9627.815663304622	100	100	22.90763953239154	103.92438829270414	3028.272074382441	682.2320298506575	25.885018563865366	100	129.6463537850059	100	83.42842572611863	576.3852271161337	11230.612568526367	22274.070548441203	62.20250801770121	100	100	100	392.3108103516479	457.4164048031036	257185.38424953676	57747.63836620396	479064.76464577677
665.0.	3.666666666666665	68987.93986008623	9627.827276120837	100	100	22.907659363141565	103.92275896673038	3028.2761817520577	689.5066793906317	25.88504098550692	100	129.64879217925775	100	83.4245381263338	582.2250791208843	11230.565434035743	22515.528840887782	62.20224684786578	100	100	100	392.31105141785633	457.4166869034102	259926.2242107797	57747.70801768885	484190.21775164094
672.0.	3.666666666666666	68987.66239100469	9627.837438378492	100	100	22.907676208689196	103.92123186591552	3028.279778451363	696.7812184910175	25.885060032461585	100	129.65106296630296	100	83.42093650245964	588.0646691254476	11230.520238902975	22756.986141362293	62.201996419957396	100	100	100	392.31126247065254	457.41693390366294	262667.0657553054	57747.76896894888	489315.6803301731
679.0.	3.666666666666667	68987.39674592596	9627.846300369609	100	100	22.90769040235482	103.91980108113727	3028.282917279517	704.0556540990059	25.885076081517568	100	129.6531771685036	100	83.41760055090529	593.9040164291785	11230.476968859411	22998.44249142168	62.20175665551215	100	100	100	392.311446615051	457.4171494340452	265407.90868384816	57747.822121414596	494441.1511898313
686.0.	3.666666666666666	68987.14277927471	9627.853998290526	100	100	22.90770224482602	103.91846099839287	3028.285646089785	711.3299927585372	25.885089472575874	100	129.65514512630298	100	83.41451135035996	599.7431389590965	11230.43560032104	23239.897932210468	62.20152742438321	100	100	100	392.3116066651223	457.4173367846511	268148.7528178596	57747.868291972314	499566.62926292967
693.0.	3.666666666666667	68986.9002975327	9627.860655477205	100	100	22.907712007104447	103.91720628867084	3028.2880082225056	718.6042406306059	25.885100511981165	100	129.65697653656048	100	83.41165127262286	605.5820533634911	11230.396101880413	23481.352504277223	62.20130855301422	100	100	100	392.3117451694661	457.41749893525486	270889.59799756174	57747.908220373625	504692.1135939966
700.0.	3.666666666666666	68986.66906734416	9627.86638353798	100	100	22.907719933201857	103.91603189764307	3028.2900429024667	725.8784035128498	25.88510947556927	100	129.65868048909644	100	83.40900389875783	611.4207750994777	11230.358435628319	23722.806247421293	62.20109983176841	100	100	100	392.3118644345858	457.41763858263226	273630.4440801707	57747.942576029345	509817.6033291574
