time	s1	s10	s11	s12	s13	s14	s15	s16	s17	s2	s3	s4	s5	s6	s7	s8	s9
17.0.7.0	0.17653281899110201	13.611167167385027	0.491722250716539	0.358427460087798	0.47643546039361806	0.20313466537732103	0.11829827221059501	0.11139680368509002	0.22780485158665703	0.9732830748435041	67.27096783073932	0.175501050384368	1.892861663287612	6.355205382532407	0.028462137970485003	6.8848058310767755	0.643993278731813
18.0.	0.17593126785784002	13.737136330477405	0.48871397177486603	0.35624306556946905	0.47024162827659305	0.20220935558779102	0.11671153450056401	0.11018786827033901	0.228023434895361	0.9697967126686591	67.20502326767676	0.17523144997190201	1.871710313844504	6.348791598466179	0.02807781807183	6.877857565005025	0.6381128170849201
18.0.3.0	0.175351520124326	13.862444817196526	0.48574004509384605	0.35417984233974303	0.46433629070005206	0.20129078862301902	0.11519268916842001	0.109007681731294	0.22823541180272103	0.9664411474184831	67.1377798531741	0.17496422775026002	1.8516999312317082	6.342265972373862	0.027709153221341	6.870788136738348	0.6325724913119031
18.0.599999999999998.0	0.17479227668431602	13.987124705528764	0.48280054940257905	0.352228479336315	0.45870523239395405	0.20037911594408503	0.11373872292291001	0.10785564436497401	0.22844101157412003	0.963208544308167	67.06931929982407	0.17469924906578602	1.832761942031508	6.335635568995767	0.027355488696635	6.863605199745414	0.62734896918059
18.0.9.0	0.174252320029362	14.111205956437601	0.479895520892308	0.35038046280774904	0.453334912143999	0.19947447177687502	0.112346747823775	0.10673115932478201	0.228640450817154	0.9600915635134891	66.99971839782542	0.174436388281851	1.8148319027808921	6.328907029159399	0.027016194973197002	6.856315948256017	0.6224205731561351
19.0.2.0	0.173730508854983	14.234716559949305	0.477024956554344	0.34862800161115703	0.44821243317947	0.19857697430794202	0.11101399676463101	0.10563363346828201	0.22883393426501702	0.957083327178712	66.92904932331511	0.17417552813550102	1.7978492532775832	6.322086596188396	0.026690666932715	6.848927145870765	0.6177671601461151
19.0.5.0	0.17322577304886702	14.357682670828432	0.474188817288383	0.34696395999683405	0.44332551464982706	0.197686726800643	0.109737819056665	0.104562478118463	0.22902165550853001	0.9541773887876571	66.85737992637252	0.173916559143969	1.781757084301062	6.315180140583983	0.026378323080373002	6.841445152299319	0.6133700101345441
19.0.8.0	0.17273710903160303	14.480128734602554	0.471387030797326	0.34538179709515204	0.43866246417151306	0.196803818637093	0.108515676117497	0.10351710974536801	0.22920379768043303	0.9513677047130131	66.78477400013072	0.17365937905678902	1.7665019189476951	6.308193183099668	0.026078604772793	6.833875948357979	0.6092117230428731
20.0.099999999999998.0	0.172263575422954	14.602077604639202	0.46861949428348704	0.343875512405498	0.43421215142408204	0.195928326291085	0.107345137268575	0.10249695057446201	0.22938053409524603	0.948648607774861	66.71129153232114	0.17340389234970102	1.752033506818484	6.301130916320692	0.025790975458085	6.826225159347414	0.605276123205115
20.0.4.0	0.17180428900892503	14.72355065092632	0.46588607695996803	0.34243959666235	0.429963982772792	0.19506031423672401	0.106223875643629	0.101501429127599	0.22955202884779702	0.94601478265378	66.63698894047484	0.173150009756833	1.738304630335966	6.293998224851361	0.025514919929228	6.818498076922306	0.601548170889688
20.0.7.0	0.171358420986977	14.844567861159526	0.46318662238995906	0.34106898752062503	0.42590787689325704	0.194199835797182	0.10514966420993901	0.10052998070199201	0.22971843737323303	0.9434612430169801	66.5619192919123	0.17289764783800002	1.725270922503595	6.286799704205718	0.025249943591821002	6.810699679556191	0.598013880342773
21.0.	0.170925193468584	14.9651479346948	0.460520950665785	0.339759029562168	0.42203424137251705	0.193346933937657	0.104120371903528	0.09958204779219601	0.22987990697117702	0.940983310227792	66.48613250956811	0.17264672857823402	1.712890695456276	6.279539678489826	0.024995571747039	6.80283465169731	0.594660243867081
21.0.3.0	0.170503876220046	15.085308369884023	0.457888860438646	0.33850543817844003	0.418333950259936	0.192501642006304	0.103133959878784	0.09865708045969801	0.230036577296431	0.9385765935195921	66.40967556461828	0.172397179016917	1.701124779184756	6.272222216957543	0.024751348890500003	6.794907401704004	0.5914751614861631
21.0.599999999999998.0	0.17009378362403801	15.205065545272854	0.455290130809241	0.337304266931914	0.414798322540656	0.19166398442665403	0.10218847787254201	0.097754536654389	0.230188580818518	0.936236971525065	66.33259265680786	0.17214893090413103	1.689936369849126	6.264851149515604	0.024516838027587	6.786922078641905	0.58844737577797
21.0.9.0	0.16969427184575903	15.324434795104665	0.45272452308867206	0.336151878040924	0.411419101503874	0.19083397734477	0.10128206068217001	0.096873882491842	0.23033604325213602	0.933960575060623	66.25492538330892	0.17190192038203803	1.679290887127983	6.257430081248397	0.024291620005647004	6.778882588019096	0.585566411492479
22.0.2.0	0.16930473618885503	15.44343047954194	0.45019178243842106	0.335044915670383	0.408188434977906	0.190011629234168	0.10041292475687001	0.096014592490037	0.230479083960468	0.9317437710738861	66.17671289688005	0.171656087689307	1.669155840079586	6.249962406027679	0.024075292863387002	6.770792606529987	0.582822519597019
22.0.5.0	0.168924608627463	15.562066049985908	0.44769163939751505	0.33398028174438604	0.40509885640394006	0.189196941461295	0.09957936490102501	0.09517614976889101	0.230617816333158	0.9295831476695751	66.09799205404136	0.17141137688677102	1.659500701019887	6.242451319267904	0.023867471197680002	6.762655595873566	0.58020662541957
22.0.8.0	0.16855335550178702	15.6803541098474	0.44522381130444905	0.332955114026634	0.40214326672035705	0.188389908814195	0.098779751088178	0.09435804621570101	0.230752348140629	0.9274755001358731	66.01879755392908	0.171167735602651	1.6502967869494691	6.234899829883422	0.023667785547901003	6.754474815707045	0.57771028058505
23.0.099999999999998.0	0.16819047536561402	15.798306471095817	0.44278800362090404	0.331966766241354	0.39931491702972205	0.18759051999676102	0.098012525383959	0.09355978261936	0.23088278186628503	0.9254178178994781	65.93916206844547	0.17092511479584202	1.64151714808733	6.227310771499948	0.023475881797852	6.746253335791615	0.575325618462411
23.0.4.0	0.16783549697504402	15.915934206889057	0.44038391116379305	0.33101279003119605	0.396607392020747	0.186798758090853	0.09727619897608501	0.09278086877602201	0.23100921501805602	0.9234072723432031	65.85911636427694	0.170683468535855	1.6331364630940701	6.219686812968961	0.023291420595251	6.737994047383046	0.573045312861564
23.0.7.0	0.167487977408584	16.033247700565052	0.43801121925173503	0.330090918569857	0.39401459411793405	0.18601460098837802	0.09656934930939401	0.09202082356864501	0.23113174042064003	0.9214412054251011	65.77868941731192	0.17044275379815801	1.6251309405904601	6.212030468230339	0.023114076788719	6.729699673916208	0.5708625397386841
24.0.	0.167147500309432	16.150256691254942	0.43566960477162603	0.32919905166616503	0.39153072833200103	0.18523802179527502	0.095890617323703	0.09127917502270201	0.23125044648966503	0.9195171190427981	65.69790851995488	0.17020293027375302	1.617478226599626	6.204344105565395	0.022943538882117	6.721372781029184	0.568770941686584
24.0.3.0	0.166813674241541	16.26697031635892	0.43335873717057805	0.32833524221327504	0.389150287784701	0.184468989209244	0.09523870479219401	0.09055546034014801	0.23136541748896902	0.917632665091033	65.61679938179638	0.16996396019190302	1.610157317562141	6.196629956279586	0.022779508506088002	6.713015785969559	0.566764595003596
24.0.599999999999998.0	0.16648613115163302	16.383397151107992	0.431078279378161	0.327497683851782	0.38686803988218804	0.183707467872913	0.09461237175793501	0.08984922591358101	0.231476733772072	0.9157856361643221	65.53538622406846	0.16972580815505	1.603148478593386	6.188890122851497	0.022621699906556002	6.7046309664224655	0.564837979149874
24.0.9.0	0.16616452492994002	16.499545245418776	0.42882788866353505	0.326684699729043	0.384679013111662	0.18295341870401802	0.094010434066051	0.08916002732240301	0.23158447200884102	0.913973956860296	65.4536918682849	0.169488440985006	1.59643316667146	6.1811265865822	0.022469839449969	6.696220468797384	0.5629859484143941
