time	A1	A2	C1	C2	IPTG
237.0.	1.029199207259844	15.173861274773106	2.094296048962759	65.40926985166836	1000
240.0.	1.300045804192684	14.787132282038629	2.7538819368311422	62.68894658105203	1000
243.0.	1.693884584489275	14.211263806354976	3.80202383231042	58.56051462627755	1000
246.0.	2.312545516012698	13.340664854019002	5.62570356923187	52.278530217649745	1000
249.0.	3.375262088851071	12.038000265734235	9.067306909289902	43.17143946410928	1000
252.0.	5.3202080532645475	10.219702411783462	15.512874655639315	31.78930157325356	1000
255.0.	8.671309681593813	8.031438503921638	24.78047696098944	20.718508356971896	1000
258.0.	12.95811140310426	5.859389019520789	30.351230309814756	12.569602486837002	1000
261.0.	15.847802600080266	4.07130754233202	24.94280846033981	7.936084875725443	1000
264.0.	15.375305864559124	2.811274534623461	12.911673280380407	5.8085683624778754	1000
267.0.	12.349017138500466	2.020094822387149	4.158333426292478	4.982696621489354	1000
270.0.	8.891565662742003	1.5639924793259672	0.898045019975315	4.756857901153219	1000
273.0.	6.128690191981387	1.330654439881369	0.14888709166990302	4.953950607035026	1000
276.0.	4.17124527136425	1.267024194627271	0.021650274892715003	5.772997742933663	1000
279.0.	2.830639134655648	1.388166588541064	0.003117612329829	7.7606885767264995	1000
282.0.	1.919715067822385	1.788283158145455	0.0005217718497900001	11.916486853959285	1000
285.0.	1.301771897891051	2.649037042714212	0.00013269083905900002	19.560758571937395	1000
288.0.	0.8827186924269891	4.17536756797011	6.718173246104824e-05	31.203992179646196	1000
291.0.	0.5985633716423141	6.380758070430001	6.208819271111424e-05	44.752213823367946	1000
294.0.	0.40588658431957303	8.908115313975173	7.369237886698528e-05	56.351633369691946	1000
297.0.	0.27524131146818603	11.235028245535423	9.047479630029723e-05	63.94805118595451	1000
300.0.	0.18665868668580002	13.038530332145319	0.000109101974789	68.09134133878688	1000
