time	cam_RR_0_0	cam_RR_0_rbp	cam_RR_0_tbp	cam_RR_A_0	cam_RR_A_rbp	cam_RR_A_tbp	cam_RR_B_0	cam_RR_B_rbp	cam_RR_B_tbp	cam_RR_C_0	cam_RR_C_rbp	cam_RR_C_tbp	cam_RR_D_0	cam_RR_D_rbp	cam_RR_D_tbp	cam_RR_AB_0	cam_RR_AB_rbp	cam_RR_AB_tbp	cam_RR_AC_0	cam_RR_AC_rbp	cam_RR_AC_tbp	cam_RR_AD_0	cam_RR_AD_rbp	cam_RR_AD_tbp	cam_RR_BC_0	cam_RR_BC_rbp	cam_RR_BC_tbp	cam_RR_BD_0	cam_RR_BD_rbp	cam_RR_BD_tbp	cam_RR_CD_0	cam_RR_CD_rbp	cam_RR_CD_tbp	cam_RR_ABC_0	cam_RR_ABC_rbp	cam_RR_ABC_tbp	cam_RR_ABD_0	cam_RR_ABD_rbp	cam_RR_ABD_tbp	cam_RR_ACD_0	cam_RR_ACD_rbp	cam_RR_ACD_tbp	cam_RR_BCD_0	cam_RR_BCD_rbp	cam_RR_BCD_tbp	cam_RR_ABCD_0	cam_RR_ABCD_rbp	cam_RR_ABCD_tbp	cam_RT_0_0	cam_RT_0_rbp	cam_RT_0_tbp	cam_RT_A_0	cam_RT_A_rbp	cam_RT_A_tbp	cam_RT_B_0	cam_RT_B_rbp	cam_RT_B_tbp	cam_RT_C_0	cam_RT_C_rbp	cam_RT_C_tbp	cam_RT_D_0	cam_RT_D_rbp	cam_RT_D_tbp	cam_RT_AB_0	cam_RT_AB_rbp	cam_RT_AB_tbp	cam_RT_AC_0	cam_RT_AC_rbp	cam_RT_AC_tbp	cam_RT_AD_0	cam_RT_AD_rbp	cam_RT_AD_tbp	cam_RT_BC_0	cam_RT_BC_rbp	cam_RT_BC_tbp	cam_RT_BD_0	cam_RT_BD_rbp	cam_RT_BD_tbp	cam_RT_CD_0	cam_RT_CD_rbp	cam_RT_CD_tbp	cam_RT_ABC_0	cam_RT_ABC_rbp	cam_RT_ABC_tbp	cam_RT_ABD_0	cam_RT_ABD_rbp	cam_RT_ABD_tbp	cam_RT_ACD_0	cam_RT_ACD_rbp	cam_RT_ACD_tbp	cam_RT_BCD_0	cam_RT_BCD_rbp	cam_RT_BCD_tbp	cam_RT_ABCD_0	cam_RT_ABCD_rbp	cam_RT_ABCD_tbp	cam_TR_0_0	cam_TR_0_rbp	cam_TR_0_tbp	cam_TR_A_0	cam_TR_A_rbp	cam_TR_A_tbp	cam_TR_B_0	cam_TR_B_rbp	cam_TR_B_tbp	cam_TR_C_0	cam_TR_C_rbp	cam_TR_C_tbp	cam_TR_D_0	cam_TR_D_rbp	cam_TR_D_tbp	cam_TR_AB_0	cam_TR_AB_rbp	cam_TR_AB_tbp	cam_TR_AC_0	cam_TR_AC_rbp	cam_TR_AC_tbp	cam_TR_AD_0	cam_TR_AD_rbp	cam_TR_AD_tbp	cam_TR_BC_0	cam_TR_BC_rbp	cam_TR_BC_tbp	cam_TR_BD_0	cam_TR_BD_rbp	cam_TR_BD_tbp	cam_TR_CD_0	cam_TR_CD_rbp	cam_TR_CD_tbp	cam_TR_ABC_0	cam_TR_ABC_rbp	cam_TR_ABC_tbp	cam_TR_ABD_0	cam_TR_ABD_rbp	cam_TR_ABD_tbp	cam_TR_ACD_0	cam_TR_ACD_rbp	cam_TR_ACD_tbp	cam_TR_BCD_0	cam_TR_BCD_rbp	cam_TR_BCD_tbp	cam_TR_ABCD_0	cam_TR_ABCD_rbp	cam_TR_ABCD_tbp	cam_TT_0_0	cam_TT_0_rbp	cam_TT_0_tbp	cam_TT_A_0	cam_TT_A_rbp	cam_TT_A_tbp	cam_TT_B_0	cam_TT_B_rbp	cam_TT_B_tbp	cam_TT_C_0	cam_TT_C_rbp	cam_TT_C_tbp	cam_TT_D_0	cam_TT_D_rbp	cam_TT_D_tbp	cam_TT_AB_0	cam_TT_AB_rbp	cam_TT_AB_tbp	cam_TT_AC_0	cam_TT_AC_rbp	cam_TT_AC_tbp	cam_TT_AD_0	cam_TT_AD_rbp	cam_TT_AD_tbp	cam_TT_BC_0	cam_TT_BC_rbp	cam_TT_BC_tbp	cam_TT_BD_0	cam_TT_BD_rbp	cam_TT_BD_tbp	cam_TT_CD_0	cam_TT_CD_rbp	cam_TT_CD_tbp	cam_TT_ABC_0	cam_TT_ABC_rbp	cam_TT_ABC_tbp	cam_TT_ABD_0	cam_TT_ABD_rbp	cam_TT_ABD_tbp	cam_TT_ACD_0	cam_TT_ACD_rbp	cam_TT_ACD_tbp	cam_TT_BCD_0	cam_TT_BCD_rbp	cam_TT_BCD_tbp	cam_TT_ABCD_0	cam_TT_ABCD_rbp	cam_TT_ABCD_tbp	rbp	tbp	alues[kon_DR	alues[kon_BR	alues[koff_tbp_RR	alues[k_T2R_N2	alues[k_T2R_N1	alues[koff_AT	alues[koff_tbp_TR	alues[kon_BT	alues[koff_tbp_TT	alues[koff_DR	alues[k_R2T_C1	alues[k_R2T_C2	alues[koff_rbp_RT	alues[koff_DT	alues[kon_DT	alues[koff_rbp_RR	alues[k_T2R_C	alues[koff_tbp_RT	alues[koff_CT	alues[koff_BT	alues[k_T2R_C1	alues[k_T2R_C2	alues[koff_AR	alues[koff_CR	alues[koff_BR	alues[KAR	alues[koff_rbp_TR	alues[k_R2T_N1	alues[KCR	alues[KBR	alues[k_T2R_N	alues[k_R2T_N2	alues[KDR	alues[koff_rbp_TT	alues[cam_tbp_tot	alues[ybarN_0	alues[ybar_rbp	alues[cam_tot	alues[ybar_tot	alues[cam_tbp_bound_fraction	alues[ybar_tbp	alues[cam_0_tot	alues[ybarN_tot	alues[cam_0_bound_fraction	alues[ybar_0	alues[cam_rbp_bound_fraction	alues[ybarC_0	alues[ybarN_rbp	alues[ybarC_rbp	alues[ybarN_tbp	alues[ybarC_tbp	alues[ybarC_tot	alues[cam_rbp_tot	nnamed: 24
0.2	4.4446399999999996e-15	1.17778e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66106e-11	1.75853e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97285e-09	2.60157e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47217e-05	5.674640000000001e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013772399999999998	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.4723800000000002e-05	0	0.749205	0	0.250795	0	0	0	-nan(ind)	-nan(ind)	0	8.27624e-06	
0.22	4.47383e-15	1.30043e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61884e-11	1.74711e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01831e-09	2.77457e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45855e-05	5.6378e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013758799999999998	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.45876e-05	0	0.745079	0	0.254921	0	0	0	-nan(ind)	-nan(ind)	0	8.4124e-06	
0.24	4.5011000000000005e-15	1.42373e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57949e-11	1.73648e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0606999999999997e-09	2.93574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44586e-05	5.6035199999999995e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137461	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.44607e-05	0	0.7412340000000001	0	0.258766	0	0	0	-nan(ind)	-nan(ind)	0	8.539289999999999e-06	
0.26	4.52656e-15	1.54762e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54283e-11	1.72659e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1002300000000003e-09	3.08588e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43403e-05	5.571619999999999e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013734200000000001	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.43425e-05	0	0.73765	0	0.26235	0	0	0	-nan(ind)	-nan(ind)	0	8.65753e-06	
0.28	4.55034e-15	1.67208e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.50866e-11	1.71739e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.13709e-09	3.22574e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4230100000000004e-05	5.54194e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013723200000000002	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.4232300000000002e-05	0	0.734312	0	0.26568800000000004	0	0	0	-nan(ind)	-nan(ind)	0	8.767710000000001e-06	
0.3	4.57254e-15	1.79706e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.47683e-11	1.70883e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1714499999999996e-09	3.35601e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41274e-05	5.5143200000000004e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013713	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.41296e-05	0	0.731201	0	0.26879899999999995	0	0	0	-nan(ind)	-nan(ind)	0	8.870369999999999e-06	
0.32	4.59327e-15	1.92252e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.44718e-11	1.70087e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20347e-09	3.4773500000000003e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4031700000000002e-05	5.48862e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137034	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.4034e-05	0	0.7283029999999999	0	0.27169699999999997	0	0	0	-nan(ind)	-nan(ind)	0	8.966010000000001e-06	
0.34	4.61261e-15	2.04844e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.41955e-11	1.69345e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23333e-09	3.5903500000000003e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3942600000000003e-05	5.46471e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136945	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.39449e-05	0	0.725603	0	0.274397	0	0	0	-nan(ind)	-nan(ind)	0	9.055099999999999e-06	
0.36	4.63067e-15	2.17477e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39381e-11	1.68656e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26115e-09	3.6956e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38596e-05	5.44246e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013686200000000002	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.38619e-05	0	0.7230880000000001	0	0.276912	0	0	0	-nan(ind)	-nan(ind)	0	9.1381e-06	
0.38	4.64752e-15	2.3015e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36984e-11	1.68014e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28708e-09	3.7936199999999997e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3782199999999997e-05	5.421749999999999e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136785	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.37846e-05	0	0.720745	0	0.27925500000000003	0	0	0	-nan(ind)	-nan(ind)	0	9.21541e-06	
0.4	4.66324e-15	2.42858e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.34751e-11	1.67417e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3112399999999996e-09	3.88489e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37102e-05	5.4024900000000005e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136713	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.37126e-05	0	0.7185630000000001	0	0.281437	0	0	0	-nan(ind)	-nan(ind)	0	9.28742e-06	
0.42	4.67791e-15	2.55601e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32671e-11	1.66861e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33375e-09	3.9699e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36431e-05	5.384550000000001e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136646	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.3645500000000003e-05	0	0.716531	0	0.283469	0	0	0	-nan(ind)	-nan(ind)	0	9.35449e-06	
0.44	4.691600000000001e-15	2.68375e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.30734e-11	1.66344e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35472e-09	4.04905e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35806e-05	5.3678699999999995e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136583	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.3583e-05	0	0.714638	0	0.285362	0	0	0	-nan(ind)	-nan(ind)	0	9.41696e-06	
0.46	4.70438e-15	2.81178e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2893e-11	1.65862e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3742600000000004e-09	4.12275e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3522399999999997e-05	5.352340000000001e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136525	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.35249e-05	0	0.712875	0	0.287125	0	0	0	-nan(ind)	-nan(ind)	0	9.47513e-06	
0.48	4.7163000000000005e-15	2.94009e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2725e-11	1.65414e-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3924699999999997e-09	4.1913800000000005e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34682e-05	5.3378899999999995e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013647100000000002	0	10000000.0	1000000000.0	0.1	670414	144.139	91920	100000000.0	1000000000.0	100000000.0	0.197871	10000	10000	60000	624.2	10000000.0	0.005	1.16055	100000000.0	624.2	91920	3661.04	11549000.0	19.7628	0.197871	19.7628	1.97628e-08	7	10000	1.9787099999999996e-08	1.97628e-08	0.0309899	10000	1.9787099999999996e-08	60000	0	0	0	3.3e-05	0	0	-nan(ind)	2.3470700000000002e-05	0	0.711233	0	0.288767	0	0	0	-nan(ind)	-nan(ind)	0	9.529310000000001e-06	
