time	CaER	CaM	CaPr	Ca_cyt	Pr
24.0.5.0	0.741030132066385	0.33045946491190603	85.50656639702134	0.20747521506573802	34.49343360297885
25.0.	0.819605557832574	0.325486186136547	85.33803015218834	0.08160287193533801	34.66196984781178
25.0.5.0	0.9061382612629321	0.324446125099741	85.01986272934204	0.05779972520743001	34.980137270658105
26.0.	0.9852233414959861	0.323454851273627	84.70163192662682	0.06365530229492801	35.29836807337337
26.0.5.0	1.058270848551753	0.322237631095425	84.4013282199706	0.076637861440913	35.598671780029605
27.0.	0.998798980813525	0.32883895207485603	84.20921184130438	0.480236427142315	35.79078815869585
27.0.5.0	0.713699846302223	0.565583273178063	84.53130795240891	0.351559569670147	35.468692047591354
28.0.	0.7061449593525151	0.5546314078559931	84.66854701323227	0.2883475179339	35.331452986767985
28.0.5.0	0.720097452923371	0.535927487047224	84.7207284059103	0.25517183420758704	35.27927159409
29.0.	0.7278660759533581	0.51816360068357	84.7476033905394	0.268277902913156	35.25239660946088
29.0.5.0	0.710744010257219	0.503215155991118	84.84046283635527	0.303700498651643	35.15953716364497
30.0.	0.712392765585362	0.48821485255239505	84.92416579663269	0.27340373081650104	35.075834203367485
30.0.5.0	0.7248057612744131	0.47231166776508804	84.95759379294044	0.253936490901815	35.0424062070598
31.0.	0.723684804741303	0.45719513619462104	84.99369952651845	0.282780709738088	35.00630047348178
31.0.5.0	0.7107801090042101	0.44524624206397706	85.08387512321497	0.292019472512559	34.91612487678527
32.0.	0.717740413535075	0.43184026981975804	85.14057275090076	0.261104515680233	34.85942724909954
32.0.5.0	0.7315690779910351	0.41835010250299104	85.15275337111375	0.24756990691046502	34.84724662888654
33.0.	0.722302747365267	0.405987974153157	85.19140170213811	0.295435411788532	34.808598297862176
33.0.5.0	0.710508911747708	0.39742997588968404	85.2830001019772	0.285244347473575	34.71699989802312
34.0.	0.7237330122028971	0.38566856146204503	85.31650762603246	0.24588607930806602	34.683492373967816
34.0.5.0	0.748627079146272	0.37461855992790405	85.28922552414743	0.21779191955614502	34.71077447585282
35.0.	0.7518940844779871	0.36418571975130104	85.26042980479228	0.275250978290811	34.73957019520796
35.0.5.0	0.7074498394555251	0.36735679677193606	85.39114152055244	0.309631934537897	34.608858479447754
36.0.	0.718304957087984	0.35840740111653	85.4449820536357	0.24816851354639802	34.55501794636443
36.0.5.0	0.7631440349738831	0.34927220005276605	85.38534577479933	0.16498928509420502	34.61465422520077
37.0.	0.856171398863222	0.346674105785766	85.12951886926395	0.059099112140371	34.87048113073631
37.0.5.0	0.9379377222189341	0.345678909853019	84.80606374405157	0.059469727660881	35.193936255948685
38.0.	1.015145240277509	0.34455495375763	84.49401545996203	0.06718376389765801	35.50598454003819
38.0.5.0	1.082938918337761	0.343056191435946	84.20678470493812	0.089234855967247	35.79321529506206
39.0.	0.775739155748088	0.5463957186515921	84.28341194503787	0.428048557363359	35.71658805496201
39.0.5.0	0.705506270408733	0.5850259797102411	84.51443706532552	0.323433934198521	35.485562934674334
40.0.	0.709860531463956	0.5671385994590871	84.61713852288511	0.274864953422697	35.38286147711477
40.0.5.0	0.723447453090396	0.547846323968751	84.65817478692107	0.256650104842345	35.34182521307885
41.0.	0.719311988555115	0.5295676872888251	84.71214634787198	0.29233494875224303	35.287853652127886
41.0.5.0	0.7093781628410181	0.514275034065229	84.81381522956599	0.29157198280911	35.186184770434025
42.0.	0.716538148401853	0.49761417524033	84.87779264655144	0.26559805887987303	35.12220735344854
42.0.5.0	0.724401580172485	0.481262418238496	84.91262972499288	0.264714281363222	35.087370275007075
43.0.	0.71536384370735	0.46646581661366704	84.97922653131678	0.29345482739925205	35.02077346868323
43.0.5.0	0.7127822107447931	0.453061571237495	85.05867505536665	0.277949816704238	34.941324944633315
44.0.	0.722397164457766	0.43872543295321303	85.09822304433811	0.257286566017984	34.901776955661816
44.0.5.0	0.726093171458637	0.42489698621367006	85.1254861994876	0.27055316982320404	34.87451380051236
45.0.	0.7133919967628181	0.41352343357103305	85.19941771842187	0.29292056024274704	34.80058228157807
45.0.5.0	0.7161705438906111	0.40197206575359	85.26132191826072	0.266107643162508	34.73867808173924
46.0.	0.7304249165315251	0.38967254401433105	85.27506972204593	0.24454043577067103	34.72493027795402
46.0.5.0	0.730593706089612	0.37797228870633603	85.28849298269625	0.27724303812001905	34.711507017303745
47.0.	0.7106749802894421	0.371013351189016	85.37777148550869	0.29547518857757304	34.62222851449134
47.0.5.0	0.7196155095641471	0.361086111046917	85.42501229434164	0.252181223214182	34.574987705658366
48.0.	0.748652350661779	0.350932190401308	85.39553551850935	0.206126317238451	34.60446448149074
48.0.5.0	0.8150944592217351	0.34480461573778703	85.2544076647459	0.10599603541622601	34.74559233525427
49.0.	0.9042672800033881	0.34344460440591	84.95085263444295	0.058299827920027004	35.04914736555719
49.0.5.0	0.9834926749333501	0.34239693278778105	84.63306753960443	0.063374029511245	35.36693246039575
50.0.	1.05677266028628	0.341121948322819	84.33253614753423	0.075885418029592	35.66746385246598
