time	A	I1	I2	S
77.0.	1601.7101232026218	14522.419330078827	1815.0754351367425	1972.5708285858489
78.0.	1601.714988347554	14522.4375476109	1815.101236033271	1972.5733047745557
79.0.	1601.7193241159891	14522.453653769337	1815.1243613480808	1972.5755314735284
80.0.	1601.7231883455795	14522.467896660488	1815.1450856162996	1972.5775332500127
81.0.	1601.7266325229932	14522.480494804848	1815.1636556179355	1972.579332335167
82.0.	1601.7297024855793	14522.49164071891	1815.1802931245954	1972.580948833829
83.0.	1601.7324390449357	14522.501504056752	1815.1951973829866	1972.5824009173507
84.0.	1601.734878541157	14522.510234366275	1815.2085473591617	1972.5837050005646
85.0.	1601.7370533355268	14522.517963508062	1815.2205037654498	1972.5848759039193
86.0.	1601.7389922485518	14522.524807778791	1815.2312108902065	1972.5859270018138
87.0.	1601.7407209494518	14522.530869775794	1815.240798248759	1972.586870358115
88.0.	1601.7422623025243	14522.536240034833	1815.2493820723498	1972.5877168498128
89.0.	1601.743636675199	14522.540998469089	1815.2570666504012	1972.5884762797248
90.0.	1601.7448622120503	14522.545215633829	1815.2639455400465	1972.589157479101
91.0.	1601.7459550785607	14522.548953838246	1815.2701026556424	1972.5897684009437
92.0.	1601.7469296779902	14522.552268123169	1815.2756132498093	1972.5903162048085
93.0.	1601.7477988443538	14522.555207121099	1815.2805447964893	1972.5908073337864
94.0.	1601.7485740141415	14522.557813812962	1815.284957785542	1972.5912475843413
95.0.	1601.7492653791498	14522.560126194121	1815.2889064375188	1972.5916421696113
96.0.	1601.749882022512	14522.562177860784	1815.292439346436	1972.5919957767462
97.0.	1601.7504320397854	14522.563998526368	1815.2956000576412	1972.5923126188084
98.0.	1601.750922646746	14522.565614476378	1815.2984275871772	1972.5925964817225
99.0.	1601.7513602753636	14522.567048969238	1815.3009568884495	1972.5928507667213
100.0.	1601.7517506592567	14522.568322589523	1815.3032192714388	1972.593078528697
