time	species_0	species_1	species_10	species_11	species_12	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
4050.0.	0.41039845161849103	999.5895052373775	499.999951844	3.021279049156608	96.97871131974351	3684.427357167532	268.57706110969457	46.995196482766	92.30958868177716	259.5945442632378	648.0957707439863	99.9999903689	499.999951844
4100.0.	0.517486050700807	999.4824176382948	499.999951844	3.640084485086313	96.35990588381375	3976.5501770668234	22.304699538198264	1.144738154964301	244.54397959570431	348.6420016409736	406.81392245232354	99.9999903689	499.999951844
4150.0.	0.860065394980778	999.1398382940138	499.999951844	5.399378760034829	94.60061160886531	3985.659816296372	14.292374564657917	0.047423898956692	508.1598590282514	305.2953545926275	186.54469006812153	99.9999903689	499.999951844
4200.0.	3.185522571681824	996.8143811173121	499.999951844	10.50885937818297	89.49113099071714	3863.3173952911975	133.41568897034134	3.26653049844862	829.120414792938	129.9025969125216	40.976891983540156	99.9999903689	499.999951844
4250.0.	2.8438601467989653	997.156043542195	499.999951844	20.896401813802523	79.10358855509759	2687.5573350750183	1040.5972562340328	271.8450234509387	728.2557660397998	223.0047578265098	48.739379822688754	99.9999903689	499.999951844
4300.0.	0.5179818753519131	999.481921813642	499.999951844	6.78848540608349	93.21150496281646	2879.20030213157	882.6079533342551	238.1913592941656	262.6639625690447	330.47464882523025	406.86129229472334	99.9999903689	499.999951844
4350.0.	0.40106302010626604	999.5988406688862	499.999951844	3.125609536870055	96.87438083202994	3205.3357767992447	640.2218471825324	154.44199077821264	88.16420105764078	228.03194999930184	683.803752632055	99.9999903689	499.999951844
4400.0.	0.39547333122284906	999.6044303577692	499.999951844	2.944347372755823	97.05564299614429	3548.178519205018	376.96968303111396	74.85141252385675	69.20969614666137	224.1085525641294	706.6816549782076	99.9999903689	499.999951844
4450.0.	0.45844326492366705	999.5414604240686	499.999951844	3.29958740434272	96.7004029645574	3878.161294111305	108.5973693264187	13.24095132226483	166.06354521890418	322.18441208480334	511.75194638529064	99.9999903689	499.999951844
4500.0.	0.671682606986269	999.3282210820057	499.999951844	4.491182105018574	95.50880826388156	3991.0989876458857	8.881788049889902	0.018839064211104	393.9159996494875	340.757594866703	265.32630917280846	99.9999903689	499.999951844
4550.0.	1.547448636589495	998.4524550524025	499.999951844	7.74253794565	92.25745242325014	3956.437229695086	43.17088396921253	0.391501095687306	696.6564595832871	213.17246679766674	90.17097730804493	99.9999903689	499.999951844
4600.0.	27.66635098619045	972.3335527028016	499.999951844	17.368884164797393	82.63110620410284	3090.8944251628905	786.1620385430545	122.94315105403435	932.5527383913069	62.16879502712038	5.278370270571034	99.9999903689	499.999951844
4650.0.	0.6983929822432811	999.3015107067491	499.999951844	13.116844071900626	86.8831462969996	2765.119428398442	967.802094545686	267.0780918158554	404.7656865646378	343.9721076264336	251.2621094979283	99.9999903689	499.999951844
4700.0.	0.424975860281168	999.5749278287115	499.999951844	3.5825010959563413	96.41748927294393	3071.0636825202882	740.5896431863342	188.34628905335995	133.3088669167796	266.6368280603061	600.0542087119132	99.9999903689	499.999951844
4750.0.	0.39043361476578403	999.6094700742269	499.999951844	2.9412167002782343	97.05877366862207	3410.557961078547	484.05908154057835	105.38257214085844	63.48700251932346	207.5170732019778	728.9958279676983	99.9999903689	499.999951844
4800.0.	0.42232423569819405	999.5775794532946	499.999951844	3.089286976780227	96.91070339212013	3750.9889431499373	214.55281129620641	34.45786031383957	111.18791993010068	280.9481266998943	607.8638570590051	99.9999903689	499.999951844
4850.0.	0.558193193782631	999.4417104952096	499.999951844	3.8719187509560022	96.12807161794439	3991.8926636862084	8.033881530333344	0.07306954344706501	290.9282151821558	352.554621569781	356.5170669370632	99.9999903689	499.999951844
4900.0.	1.006938886805254	998.9929648021866	499.999951844	6.012562896155829	93.98742747274453	3980.609090333191	19.305779202886956	0.084745223910827	568.7785330054343	279.5845377988502	151.63683288471566	99.9999903689	499.999951844
4950.0.	5.756563089077358	994.2433405999146	499.999951844	12.4395121966015	87.56047817229873	3736.0237450897507	252.82489320461625	11.150976465618635	891.1794732317849	86.5930961549463	22.227334302268815	99.9999903689	499.999951844
5000.0.	1.384438354274958	998.6154653347169	499.999951844	19.93544896414321	80.06454140475716	2685.602966971609	1032.5417726564638	281.8548751319208	605.7499419709676	290.03784665896904	104.21211505906241	99.9999903689	499.999951844
