time	E	P	Q	X
6.0.8999999999999995.0	0.10874492368714	0.891255076312858	3.104017045351634	4.004727878335514
7.0.199999999999999.0	0.11186371816106001	0.8881362818389381	3.2374733872252692	3.874390330935798
7.0.5.0	0.11514745313575601	0.8848525468642421	3.370449684523859	3.7446977686119043
7.0.8.0	0.118608250583351	0.8813917494166461	3.502920299969101	3.615687950614258
8.0.1.0	0.12225931855138202	0.8777406814486151	3.634857697809383	3.487401620742008
8.0.4.0	0.126115058243846	0.8738849417561521	3.766232272999063	3.359882785244791
8.0.7.0	0.13019118111091801	0.86980881888908	3.897012163571649	3.233179017539278
9.0.	0.13450483642049302	0.8654951635795051	4.027163044668384	3.1073417917521162
9.0.299999999999999.0	0.139074749610998	0.860925250389001	4.15664790262485	2.982426846986156
9.0.6.0	0.143921371459064	0.8560786285409351	4.285426787491817	2.8584945839672553
9.0.9.0	0.149067037706499	0.8509329622935	4.413456542389055	2.735610495317453
10.0.2.0	0.15453613823863402	0.8454638617613651	4.540690508183142	2.613845630055499
10.0.5.0	0.16035529414065502	0.839644705859343	4.6670782021709805	2.4932770919696843
10.0.799999999999999.0	0.166553539917999	0.8334464600819991	4.7925649697758175	2.373988570142191
11.0.1.0	0.173162506776427	0.826837493223571	4.917091608769137	2.256070898007298
11.0.4.0	0.18021660102838502	0.819783398971613	5.04059396627844	2.139622634749955
11.0.7.0	0.187753169323807	0.8122468306761911	5.1630025099012204	2.024750659422597
12.0.	0.195812639386081	0.804187360613917	5.2842418757082115	1.91157076367788
12.0.299999999999999.0	0.20443862115795103	0.795561378842047	5.404230397889907	1.800208223268054
12.0.6.0	0.21367794863328102	0.7863220513667181	5.522879627400713	1.690798321232574
12.0.9.0	0.223580637114935	0.7764193628850631	5.6400938503174345	1.583486786797509
13.0.2.0	0.23419972422231503	0.7658002757776841	5.755769620888625	1.478430103333696
13.0.5.0	0.24559095583557902	0.754409044164419	5.869795329530852	1.375795626304732
13.0.799999999999999.0	0.257812270682861	0.7421877293171381	5.982050832409943	1.275761438272923
14.0.1.0	0.27092303013769503	0.7290769698623031	6.092407176735027	1.178515853402673
14.0.399999999999999.0	0.284982934109671	0.7150170658903281	6.200726464361466	1.084256469748211
14.0.7.0	0.300050561331741	0.6999494386682571	6.306861905411355	0.9931886559203921
15.0.	0.316181475143582	0.683818524856416	6.410658122748946	0.9055233523946431
15.0.299999999999999.0	0.333425846919494	0.666574153080505	6.511951776277993	0.821474070641509
15.0.6.0	0.351825571904589	0.648174428095409	6.6105725816755285	0.7412529902290701
15.0.899999999999999.0	0.37141088970114705	0.628589110298851	6.706344799355557	0.6650660903456
16.0.2.0	0.392196576467983	0.607803423532015	6.7990892637341425	0.5931073127338501
16.0.5.0	0.41417784850642103	0.5858221514935771	6.8886260075751	0.525551840931329
16.0.8.0	0.437326204198464	0.5626737958015341	6.974777508843053	0.46254869535541704
17.0.099999999999998.0	0.46158552502551703	0.538414474974481	7.057372546419431	0.404212978606093
17.0.4.0	0.48686884233568406	0.513131157664314	7.13625059627086	0.35061824606483105
17.0.7.0	0.513056234652154	0.48694376534784406	7.211266633810119	0.30178960084204204
18.0.	0.539994327502169	0.46000567249783003	7.28229613715121	0.25769819035096503
18.0.3.0	0.567497802909063	0.432502197090935	7.349240019021304	0.218257783887764
18.0.599999999999998.0	0.595353176967237	0.404646823032761	7.4120291641109155	0.18332401285632902
18.0.9.0	0.623324876055102	0.37667512394489705	7.470628226092669	0.15269664996244
19.0.2.0	0.6511633611414821	0.348836638858517	7.525038354619961	0.126125006521529
19.0.5.0	0.6786147610907981	0.321385238909201	7.575298582091682	0.10331617899912401
19.0.8.0	0.7054312368366511	0.294568763163348	7.621485699741508	0.08394553709515101
20.0.099999999999998.0	0.7313811622764731	0.268618837723526	7.6637125810927476	0.067668581183733
20.0.4.0	0.7562582087748241	0.24374179122517603	7.702125049675552	0.05413315909928
20.0.7.0	0.7798885615370881	0.220111438462912	7.736897515907865	0.042991045629232005
21.0.	0.8021357486195441	0.19786425138045602	7.768227705960746	0.033908042658806
21.0.3.0	0.822902873956688	0.17709712604331102	7.796330860360394	0.026572013596305
21.0.599999999999998.0	0.842132353360017	0.157867646639983	7.821433787900351	0.020698565459674002
21.0.9.0	0.859803504230717	0.140196495769283	7.843769125754388	0.016034378476337
22.0.2.0	0.8759285030585361	0.12407149694146401	7.863570090605054	0.012358412453490002
22.0.5.0	0.8905472908768131	0.10945270912318701	7.881065922353196	0.009481368523625001
22.0.8.0	0.9037219873426061	0.09627801265739401	7.896478135473511	0.0072438518691030004
23.0.099999999999998.0	0.9155312932009351	0.084468706799064	7.910017614457168	0.005513678743776
23.0.4.0	0.9260652466413961	0.073934753358603	7.921882526140396	0.004182720501008001
23.0.7.0	0.9354205765898431	0.064579423410156	7.932256976106497	0.0031636004833520003
24.0.	0.9436967836595631	0.056303216340436	7.9413103085267	0.0023864751328680003
24.0.3.0	0.950992987947857	0.049007012052142	7.949196936359593	0.001796051588269
24.0.599999999999998.0	0.9574055160001371	0.042594483999862	7.9560565882770415	0.001348927723101
24.0.9.0	0.9630261561558121	0.036973843844188004	7.9620148663473085	0.001011289808509
25.0.2.0	0.9679409884406581	0.032059011559342	7.967184021074377	0.000756967366285
25.0.5.0	0.972229687376821	0.027770312623178	7.971663865212155	0.000565822164671
25.0.8.0	0.9759651987793401	0.024034801220660002	7.975542762917813	0.00042243586153100005
26.0.099999999999998.0	0.9792137007064371	0.020786299293562002	7.978898645023887	0.000315055682555
26.0.4.0	0.9820347710635481	0.017965228936451	7.981800013783027	0.00023475728052600001
26.0.7.0	0.98448169768862	0.015518302311380001	7.984306911066643	0.00017478662198200002
27.0.	0.986601879626638	0.013398120373362	7.9864718326464725	0.000130046980171
27.0.3.0	0.9884372799126011	0.011562720087399002	7.988340577992095	9.67019205115345e-05
27.0.599999999999998.0	0.9900249001456921	0.009975099854307001	7.989953030200554	7.186994514369886e-05
27.0.9.0	0.9913972553674981	0.008602744632501	7.991343864493218	5.339087428630354e-05
28.0.2.0	0.9925828343442951	0.007417165655705001	7.992543186424496	3.964791980597032e-05
28.0.5.0	0.9936065354810131	0.006393464518987001	7.993577102780564	2.9432700455103762e-05
28.0.799999999999997.0	0.9944900724826201	0.00550992751738	7.994468229306423	2.1843176202223525e-05
29.0.099999999999998.0	0.9952523467499331	0.004747653250066	7.995236140055507	1.620669443265677e-05
29.0.4.0	0.9959097855568331	0.004090214443166	7.9958977634445905	1.202211224754517e-05
29.0.7.0	0.9964766464837811	0.003523353516218	7.996467730125708	8.91635807775286e-06
30.0.	0.9969652895288431	0.0030347104711560004	7.996958677639318	6.6118895299879765e-06
