time	A	I1	I2	S
29.0.	1505.6022956879904	4475.301963727067	10918.608175903679	5508.000994220384
30.0.	1509.1024060489763	4476.834197750481	10949.317613352041	5516.28026735078
31.0.	1512.2766358708145	4478.4546617584465	10977.002168528621	5523.650108369494
32.0.	1515.1598821198932	4480.08987406853	11002.017989278937	5530.180271086426
33.0.	1517.780686249914	4481.679624072008	11024.661983739874	5535.953926080508
34.0.	1520.1629351754302	4483.179669494573	11045.182742434648	5541.0585274634805
35.0.	1522.327187149036	4484.56155992619	11063.79054404284	5545.579224839027
36.0.	1524.2916456526582	4485.810719210769	11080.665905031354	5549.594599477938
37.0.	1526.0728309431622	4486.923669052453	11095.966478792476	5553.174336649507
38.0.	1527.6860102831597	4487.905029074597	11109.832345308118	5556.378383624945
39.0.	1529.1454486682283	4488.764708786974	11122.389874778755	5559.257152255329
40.0.	1530.4645359480535	4489.515526979494	11133.75441840405	5561.852378110383
41.0.	1531.6558367749064	4490.171357750524	11144.032096777964	5564.198322736025
42.0.	1532.731099134271	4490.745807537412	11153.320939229741	5566.32308551404
43.0.	1533.701246904009	4491.251368444113	11161.711590753917	5568.249866288145
44.0.	1534.5763728967036	4491.698962522032	11169.287758213584	5569.99808335109
45.0.	1535.3657416126453	4492.097781878136	11176.126522144847	5571.584301058635
46.0.	1536.0778055581286	4492.455333640896	11182.298599658143	5573.022957172486
47.0.	1536.7202353236232	4492.777611141867	11187.868610190395	5574.326903469802
48.0.	1537.2999613992763	4493.069328731134	11192.895370047698	5575.507786403018
49.0.	1537.8232246109299	4493.334174298486	11197.432223468408	5576.576300104741
50.0.	1538.2956317714347	4493.575048814949	11201.527406325751	5577.542344150605
51.0.	1538.7222133780838	4493.794274953402	11205.224432256637	5578.415115242487
52.0.	1539.1074807180707	4493.993766684733	11208.562488574154	5579.203156968006
53.0.	1539.4554803969163	4494.175158734696	11211.576829531434	5579.9143862167775
54.0.	1539.7698449601269	4494.339899264161	11214.29915629461	5580.556109487079
55.0.	1540.0538388617729	4494.489311577715	11216.75797553083	5581.135037669883
56.0.	1540.310399507241	4494.62463158414	11218.978931235833	5581.657304170363
57.0.	1540.5421734494716	4494.747027605653	11220.985106935417	5582.128488459387
58.0.	1540.7515480545119	4494.857608369357	11222.797297484896	5582.553645262909
59.0.	1540.9406790893909	4494.957423934766	11224.434251276174	5582.937338455264
60.0.	1541.1115147439773	4495.047463148804	11225.912884746549	5583.283678157795
61.0.	1541.265816600109	4495.128650127588	11227.248471724137	5583.59635939367
62.0.	1541.405178025438	4495.201841330833	11228.4548104258	5583.878700768161
63.0.	1541.5310404124336	4495.267824057624	11229.544370936504	5584.133681913117
64.0.	1541.6447076173827	4495.3273166546	11230.528425831571	5584.363978765513
65.0.	1541.747358888817	4495.380970369968	11231.417166328913	5584.5719960816805
66.0.	1541.8400605152563	4495.4293725780435	11232.219806036592	5584.759896882657
67.0.	1541.9237763713725	4495.473051004608	11232.94467403369	5584.929628763187
68.0.	1541.999377500791	4495.512478569048	11233.599298717783	5585.082947171115
69.0.	1542.0676508423094	4495.548078495902	11234.190483586277	5585.221435878883
70.0.	1542.1293071833652	4495.580229412373	11234.724375897134	5585.346524932775
71.0.	1542.1849884084816	4495.609270221967	11235.20652897843	5585.459506389759
72.0.	1542.2352740996712	4495.635504615817	11235.641958819935	5585.561548146917
73.0.	1542.2806875388335	4495.659205145562	11236.035195478627	5585.653706145029
74.0.	1542.3217011577985	4495.680616831092	11236.390329755759	5585.736935194248
75.0.	1542.3587414788312	4495.699960312664	11236.711055549413	5585.812098632135
76.0.	1542.3921935863775	4495.7174345806325	11237.000708247026	5585.879976987392
77.0.	1542.422405169095	4495.733219329223	11237.262299492832	5585.941275789246
78.0.	1542.4496901694972	4495.747476986056	11237.498548641226	5585.99663263383
79.0.	1542.474332076635	4495.7603544684425	11237.711911186596	5586.046623595852
80.0.	1542.4965868951626	4495.771984713218	11237.904604441133	5586.091769055877
81.0.	1542.516685821875	4495.782488020626	11238.078630713833	5586.1325390002075
82.0.	1542.534837658408	4495.7919732457685	11238.23579822562	5586.169357840683
83.0.	1542.5512309863725	4495.80053886439	11238.37773997757	5586.20260879503
84.0.	1542.5660361287903	4495.808273933669	11238.50593077126	5586.232637863739
85.0.	1542.5794069193773	4495.815258963663	11238.621702562856	5586.259757436194
86.0.	1542.591482299048	4495.821566711057	11238.726258315914	5586.284249556497
87.0.	1542.6023877569967	4495.827262903875	11238.82068450197	5586.306368877574
88.0.	1542.612236631874	4495.83240690369	11238.905962383282	5586.32634533051
89.0.	1542.6211312869436	4495.837052310507	11238.982978198586	5586.344386534553
90.0.	1542.6291641716082	4495.841247514566	11239.052532360249	5586.360679971623
91.0.	1542.6364187804293	4495.845036198805	11239.115347760273	5586.375394947554
92.0.	1542.6429705195949	4495.848457795474	11239.17207727239	5586.3886843606615
93.0.	1542.64888748977	4495.8515479002035	11239.223310528689	5586.400686296485
94.0.	1542.654231193402	4495.854338646806	11239.269580041266	5586.411525465979
95.0.	1542.65905717372	4495.8568590459445	11239.311366732323	5586.42131450277
96.0.	1542.6634155920008	4495.859135290779	11239.349104929825	5586.430155133582
97.0.	1542.6673517490183	4495.861191032549	11239.383186880243	5586.438139234536
98.0.	1542.670906556039	4495.86304762888	11239.413966824966	5586.445349784695
99.0.	1542.6741169602149	4495.864724367504	11239.441764682255	5586.451861727075
100.0.	1542.6770163287727	4495.866238667775	11239.466869372902	5586.45774274622
