time	a	b	c
3198.0.	8.942831086460584	16.368692651021046	0.6234647807738231
3259.0.5.0	10.07174365069456	14.809848463356387	2.304996696465888
3321.0.	13.027998646202063	5.5617931703361325	3.877298336388585
3382.0.5.0	0.053356624412528	0.839654109679393	0.0007600292614120001
3444.0.	0.9872690361241271	10.110806914499017	0.015579482602281002
3505.0.5.0	8.981765980131577	16.3904639155454	0.6370677368003761
3567.0.	10.205957069274115	14.735448930626925	2.562081638767044
3628.0.5.0	12.395132302010447	5.092414275530401	2.7011634552143393
3690.0.	0.049744035716975006	0.87705502786466	0.000708363841998
3751.0.5.0	1.413728078048907	10.411686056314258	0.023205221287941002
3813.0.	9.019919504215103	16.41056955128737	0.6508697721229181
3874.0.5.0	10.36191537655518	14.651486932906423	2.766774055326754
3936.0.	11.61829688899587	4.64537246473826	1.808183338601835
3997.0.5.0	0.046430377222785	0.9163848098357841	0.000661000941054
4059.0.	1.8276250073420082	10.697528428951625	0.031262417727120004
4120.0.5.0	9.057317380394482	16.429017896771494	0.664876535967268
4182.0.	10.525126102156605	14.556947088205415	2.89778220535768
4243.0.5.0	10.76904639570839	4.226955363468787	1.19186129394195
4305.0.	0.043386419801845	0.9577124973257941	0.000617515891557
4366.0.5.0	2.222231658844524	10.968729517395188	0.039630265288781004
4428.0.	9.093983857093193	16.445816184622263	0.679093749692608
4489.0.5.0	10.679772910723273	14.451625297324066	2.944462952959402
4551.0.	9.904414848333415	3.840173197135385	0.7974343492014191
4612.0.5.0	0.040586145258599	1.001111127656492	0.000577531329493
4674.0.	2.595236437323995	11.225943089870157	0.048240670993108005
4735.0.5.0	9.129941819036988	16.4609705823195	0.6935272182032961
4797.0.	10.81081684360664	14.336159712880733	2.90653523284386
4858.0.5.0	9.062414055869167	3.485602497632119	0.5539378757127601
4920.0.	0.038006371688956	1.04665768275547	0.0005407115475070001
4981.0.5.0	2.94624321310183	11.469923219238366	0.057049251428722005
5043.0.	9.165212898777506	16.4744862357784	0.708182842382808
5104.0.5.0	10.905716908593444	14.21195762980357	2.79252274832064
5166.0.	8.264184204494976	3.16230633022443	0.402352727207123
5227.0.5.0	0.035626422067549006	1.094433048711407	0.000506757534053
5289.0.	3.27575787026449	11.701451333634605	0.066023872547165
5350.0.5.0	9.199817583473283	16.486367311274932	0.7230666326578321
5412.0.	10.955606954968895	14.081041736241028	2.617377290804614
5473.0.5.0	7.519343327233307	2.868556521075107	0.304380013078961
5535.0.	0.033427834104821	1.144521986205851	0.00047540264894900005
5596.0.5.0	3.584722556876642	11.921299810857109	0.075139504325302
5658.0.	9.233775302892584	16.49661702259213	0.738184726253267
5719.0.5.0	10.955857653610938	13.945845941149308	2.399689032408054
5781.0.	6.830856413595699	2.602287929662288	0.238007267964772
5842.0.5.0	0.031394101782361	1.197013105194322	0.00044640878485200004
5904.0.	3.87428175560922	12.130213189170796	0.084375681966508
5965.0.5.0	9.267104523341343	16.505237664219408	0.753543405954134
6027.0.	10.906038538347696	13.808993041589284	2.158881962142322
6088.0.5.0	6.198180704605362	2.361348331357245	0.190979563217399
6150.0.	0.029510448320373	1.251998842851667	0.000419563008951
