time	species_0	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_2	species_3	species_4	species_5	species_6	species_7	species_8	species_9
36.0.	8.150894388696226	1.618115101066025	4.448237889604129	0.24991649838590901	4.329466880087724	0.18505419591299102	0.24626367670725202	0.4762046463642	0.9056506073893301	0.212494916616699	6.160411951183695	0.333362573548085	0.722047986048296	1.002942632042993	0.583003125777873	0.11019379969816201
36.0.72.0	8.25629261408661	1.606842771002794	3.890707907286791	0.24910587991420102	4.351043551910095	0.17299332883856902	0.24728646685414402	0.42030163186594904	0.9029543848883761	0.202871448653156	5.26359271107948	0.10519715295378901	0.7220760806756621	0.45822652410539205	0.48216476659994006	0.10598606261821901
37.0.44.0	8.360937070025532	1.605702921108012	3.305245750263299	0.24782770614516503	4.223702085280442	0.166121813503486	0.24779497025917202	0.37317120142222404	0.9004174291721451	0.20134612298575802	4.463615555233035	0.026401018995612	0.720905806327476	0.11316056470753201	0.382507821919058	0.10015612772849201
38.0.16.0	8.464400405785511	1.6128601287687911	2.750141758376657	0.24599215270656002	3.968401964017738	0.163709718354401	0.24784313075072603	0.33454792391304505	0.898135167614397	0.20676242832173103	3.79366177774733	0.009588985652783	0.7185085222789751	0.01526548979621	0.311120092883282	0.09332841033847301
38.0.879999999999995.0	8.566294656460004	1.626842713188473	2.264464688363463	0.24353094283096702	3.61771382629926	0.16499281243176803	0.247449766507248	0.302996443076383	0.896174270486572	0.21866632430722902	3.212710567247968	0.0075301130868960005	0.714832525227266	0.004706935272785	0.26978604109972504	0.087481446978157
39.0.6.0	8.666198920729013	1.646520331299581	1.84848689055437	0.24037126792434602	3.205081373507764	0.16930002346876502	0.24659866064955702	0.276566250745141	0.8945774084269301	0.23714240682506602	2.691397538700562	0.009143847593462	0.70970504070599	0.0049950217897910005	0.241099289574238	0.082945362970214
40.0.32.0	8.763586185092672	1.6710802304358672	1.487908196195927	0.236356370982884	2.75743510058868	0.17609740479843	0.24522562456813501	0.253123357739905	0.8933684845585531	0.262900334496792	2.218228926899685	0.013053548774871	0.7028005252099451	0.0072007745615810005	0.21635206692868303	0.078967056071991
41.0.04.0	8.857724191456144	1.700017133828021	1.170128512001415	0.23116755568076003	2.295103821047685	0.184987391908739	0.24319075268172002	0.23054307462559	0.8925577861044901	0.29739962685179705	1.788865352282711	0.020431242100470003	0.6935871454515821	0.011453552147962	0.19238176440993202	0.074908453520172
41.0.76.0	8.947525552340755	1.733134276802362	0.887357784378035	0.22421241889638502	1.8340901690666582	0.19567168270654903	0.24022434121465003	0.20681139411033603	0.892146745335717	0.343016709067727	1.403355840222723	0.034435071979817	0.681221018510854	0.019698867374213003	0.168174713549223	0.070366318848221
42.0.48.0	9.031309413694428	1.770555316474773	0.6364218080243581	0.21439872494699003	1.38843759998018	0.20789700499427702	0.23581030521835802	0.180090542889141	0.8921321399215171	0.403279065805046	1.067742072313931	0.061719800824200005	0.664411951782314	0.036427197425755	0.144323836472615	0.06516101616120701
43.0.199999999999996.0	9.10642462646642	1.8127406684991452	0.41852887218140605	0.199646298080697	0.972425314651132	0.22139675493767902	0.22890831581998403	0.148900780876243	0.8925096405513191	0.483088506296632	0.798700143315142	0.11510378507392201	0.641513610788059	0.071720384188191	0.12386035497491	0.059622756743636006
43.0.92.0	9.16870362529041	1.860477213365857	0.239937186371621	0.175942351875044	0.6029041112293461	0.235834616801077	0.217216184180778	0.112686692596245	0.8932765134934301	0.5886175060263951	0.629163450649539	0.21407789172003103	0.612033755149971	0.146440741154773	0.114174526426597	0.055408244555692
44.0.64.0	9.211872627602174	1.914746686087843	0.11340813510030401	0.13711348973271	0.302563934860602	0.250756019062405	0.195036832248832	0.073147842664014	0.894432858040008	0.725933539194484	0.604909163136201	0.37376894995022303	0.581330204043168	0.29288681820370505	0.12953054818575602	0.056242560840341
45.0.36.0	9.227595649775276	1.976229409751661	0.051602669199648	0.086001540283012	0.10405060457916801	0.26555371588527305	0.148718872674965	0.036459525760992005	0.8959797450607431	0.8960130563739671	0.762520943501886	0.5850618052213501	0.5613125987016241	0.532232239799407	0.19068148554264502	0.065356179061305
46.0.08.0	9.207786326098539	2.044060295732548	0.045916679665567006	0.054129511583528	0.027202427678746	0.27947172138255	0.07469860953138101	0.013114361146491001	0.897910996554893	1.085438952321198	1.1030094609446621	0.8183607127968711	0.5576123189752541	0.8448370487073441	0.311515436381186	0.080041296497894
46.0.8.0	9.148807339363753	2.114773380140525	0.08864742176312301	0.06084711089457401	0.013925215534031001	0.29181662027729205	0.027910842402203002	0.004984921805865	0.900198079724265	1.273604966726302	1.580784310166521	1.049460350570803	0.565665915850398	1.190862615277101	0.47624886646650105	0.09408173891066601
47.0.519999999999996.0	9.051676372529924	2.183909823703778	0.198944813477162	0.092625319064081	0.018669339416345	0.302315877738536	0.019371436823074	0.004197637443345	0.902783168820619	1.451705173991726	2.12716301832841	1.26900816668122	0.579320365897187	1.5449392780942302	0.6446146523339701	0.104327586620439
48.0.239999999999995.0	8.919893394841038	2.247594500304022	0.399663588074459	0.13030943127176	0.037324859003668005	0.311038686188124	0.029584168739255002	0.007931516784940001	0.9055888631259351	1.614180513597492	2.690169141967497	1.475464551678264	0.594750292332317	1.896527317633321	0.784622459385746	0.110878608869152
48.0.96.0	8.758854432111937	2.302416470379749	0.6909436089759541	0.162776382664262	0.07305524609717001	0.31815475719964004	0.050440861717661004	0.017386948819831	0.9085290183616491	1.752392373494828	3.248362683848566	1.669608842875109	0.6100950419558111	2.241634016324374	0.8882377085237081	0.11484627069932801
49.0.68.0	8.57582789479679	2.345016426485914	1.054294601782694	0.187417106588839	0.12988644811802302	0.323818959393184	0.077031404226131	0.035309091605957	0.9115136059521141	1.854326307897234	3.798512196011801	1.8526737146947911	0.624556698566967	2.578777480686928	0.9620643300258901	0.11723749497572801
50.0.4.0	8.379911246513142	2.371898436022562	1.468555419003489	0.205250902111442	0.21049486907697101	0.32813267030595805	0.104808927584129	0.065026894491615	0.9144492216840431	1.906582624416271	4.341944372125526	2.025787245886163	0.6378406358819141	2.90733544165239	1.01532737365273	0.118721361503272
