time	APC	HC	HC3	HC36	HC5	HC53	HC536	HC56	LC	LC_APC	Va	Va3	Va36	Va36_APC	Va3_APC	Va5	Va53	Va536	Va536_APC	Va53_APC	Va56	Va56_APC	Va5_APC	VaA3	VaA36	VaA53	VaA536	VaLCA1	VaLCA1_APC	Va_APC
852.0.	3.546913403708909e-10	1.5590038203005232e-10	1.936206662954851e-12	7.756419899191814e-16	8.84102310848175e-10	1.1713854210400842e-10	8.491088168491631e-13	5.465335556441948e-12	1.109213451515978e-09	5.6179210144492856e-11	2.3561979212588667e-14	2.4192900881570542e-11	1.198879261761733e-14	4.1950655827160483e-16	5.306507766993878e-13	1.633183919504742e-08	4.3948426870161696e-09	5.4838467655025834e-11	4.118330358821935e-12	2.871921867641623e-10	2.9080954003085474e-10	1.405011070334825e-11	7.605721572424414e-10	2.70166337500896e-09	1.08678025255361e-12	1.726658607829756e-07	1.3029737290118072e-09	1.681489195474518e-07	8.522665119796987e-09	4.743355300215273e-16
864.0.	3.546913403708913e-10	1.5589491936339652e-10	1.941135732305654e-12	7.780918644946974e-16	8.873844113406046e-10	1.180374016999745e-10	8.603535571487156e-13	5.524567630951535e-12	1.113258667586804e-09	5.638489982944164e-11	2.30488392901189e-14	2.42276147308622e-11	1.201400977058281e-14	4.202811005224882e-16	5.314063526362833e-13	1.57756819117301e-08	4.3552408841997855e-09	5.4413307065621445e-11	4.069360094774587e-12	2.830099268381407e-10	2.8502150675662546e-10	1.376341806299187e-11	7.346719673824649e-10	2.6952475999391735e-09	1.085026682076984e-12	1.7328745576000629e-07	1.3159007957387462e-09	1.687468123854519e-07	8.552876796914351e-09	4.638731396140033e-16
876.0.	3.5469134037089064e-10	1.558894371829286e-10	1.946071174903561e-12	7.805465771671139e-16	8.905534619694036e-10	1.1892818972612021e-10	8.715104481707377e-13	5.582608235519316e-12	1.1171873965408621e-09	5.6584662742760876e-11	2.266814446518402e-14	2.4258725741021815e-11	1.2037467669151061e-14	4.209938891863742e-16	5.320832126193415e-13	1.52384650392978e-08	4.317069124765666e-09	5.399211518109419e-11	4.020974105895493e-12	2.7897414816693716e-10	2.792914631145127e-10	1.3480005625396711e-11	7.096538335991503e-10	2.68882689698714e-09	1.0832704737308361e-12	1.738879658365762e-07	1.3285788411561462e-09	1.693243927701176e-07	8.582062075075535e-09	4.561068575803434e-16
888.0.	3.546913403708909e-10	1.558839360780921e-10	1.951012266675848e-12	7.830057734517012e-16	8.936133113884705e-10	1.1981119621419732e-10	8.825803354021241e-13	5.6394696728097374e-12	1.121003589065722e-09	5.677869989569958e-11	2.2389603534980628e-14	2.428636837934432e-11	1.205922969210692e-14	4.216471737019578e-16	5.326842761428779e-13	1.471954357477618e-08	4.280273399147494e-09	5.357511066284654e-11	3.973188948942528e-12	2.750795938082266e-10	2.7362213782116925e-10	1.319998087062393e-11	6.85487717389075e-10	2.6824020587636374e-09	1.081511807680446e-12	1.7446811397626552e-07	1.34101108722095e-09	1.698823527116847e-07	8.610255922372988e-09	4.504201704271339e-16
900.0.	3.546913403708908e-10	1.5587841661364774e-10	1.9559583106477442e-12	7.854691116556942e-16	8.965676772869426e-10	1.2068670026863759e-10	8.935641075168593e-13	5.695164782141578e-12	1.124711061381078e-09	5.696720545756781e-11	2.218975427567104e-14	2.431067246581477e-11	1.2079357046281221e-14	4.222431274395431e-16	5.332123660819149e-13	1.421829446655757e-08	4.244801889967783e-09	5.31624935553831e-11	3.926019429704096e-12	2.713212036734654e-10	2.680160077481249e-10	1.292344021249366e-11	6.621446027003646e-10	2.6759738477224916e-09	1.079750857710276e-12	1.7502859816592462e-07	1.353200822289597e-09	1.704213604795836e-07	8.637492107210683e-09	4.463355505458139e-16
912.0.	3.5469134037089074e-10	1.5587287933155642e-10	1.960908636017703e-12	7.87936262445689e-16	8.994201507710825e-10	1.2155497050272972e-10	9.044626926566238e-13	5.749706889213367e-12	1.128313499773056e-09	5.7150366986463186e-11	2.205043045193058e-14	2.4331763305322867e-11	1.2097908828988819e-14	4.2278384958506334e-16	5.336702104489161e-13	1.3734115880567782e-08	4.21060487480352e-09	5.275444627281642e-11	3.879478700646027e-12	2.676941067296462e-10	2.624753117287499e-10	1.265046961958024e-11	6.395964617179671e-10	2.669542997251503e-09	1.07798779145915e-12	1.755700922769236e-07	1.3651513930109041e-09	1.709420614155801e-07	8.663803239397179e-09	4.4348325634973023e-16
924.0.	3.546913403708905e-10	1.5586732475257632e-10	1.965862597243861e-12	7.904069084203322e-16	9.021742006749403e-10	1.224162654617757e-10	9.152770548833302e-13	5.803109758274271e-12	1.131814465050572e-09	5.732836565602994e-11	2.19575689893255e-14	2.4349761823720477e-11	1.211494209215946e-14	4.232713671605733e-16	5.3406044448633e-13	1.326642647812839e-08	4.177634632623622e-09	5.235113455036907e-11	3.833578354987522e-12	2.641936134339585e-10	2.570020638694456e-10	1.238114521346664e-11	6.178162212024978e-10	2.6631102127358443e-09	1.076222770647385e-12	1.760932469101381e-07	1.376866196644212e-09	1.714450787318134e-07	8.689220810475185e-09	4.415770554986449e-16
936.0.	3.546913403708905e-10	1.5586175337762983e-10	1.970819573145716e-12	7.928807436901681e-16	9.048331777863097e-10	1.232708340324038e-10	9.260081908088733e-13	5.855387546808659e-12	1.135217396910284e-09	5.750137647756551e-11	2.190028482713397e-14	2.4364784706258148e-11	1.213051190740954e-14	4.237076371395924e-16	5.343856130095e-13	1.2814664707837472e-08	4.1458453538646795e-09	5.19527083572704e-11	3.7883285169421536e-12	2.60815208408486e-10	2.515980663370446e-10	1.2115533843022339e-11	5.967777294889478e-10	2.6566761725922232e-09	1.074455951296023e-12	1.765986902223815e-07	1.3883486738141171e-09	1.719310142915609e-07	8.713775233178026e-09	4.4039539602937213e-16
948.0.	3.546913403708905e-10	1.558561656889535e-10	1.975778966069918e-12	7.953574734877254e-16	9.074003187552448e-10	1.241189158196612e-10	9.366571264542634e-13	5.90655476333859e-12	1.138525617971845e-09	5.766956850535061e-11	2.18701577497417e-14	2.4376944528478017e-11	1.214467142750443e-14	4.2409454848158034e-16	5.346481727425321e-13	1.237828815052825e-08	4.115193057819298e-09	5.155930274381743e-11	3.743737925538943e-12	2.575545436934863e-10	2.4626492123308024e-10	1.1853693617751859e-11	5.764557259627804e-10	2.6502415292228673e-09	1.072687483927834e-12	1.770870286901455e-07	1.399602301754562e-09	1.7240044933071668e-07	8.737495877889945e-09	4.397668917339721e-16
960.0.	3.546913403708905e-10	1.55850562151134e-10	1.9807402010360352e-12	7.978368137680582e-16	9.098787500965308e-10	1.2496074152588331e-10	9.472249142227358e-13	5.956626226946481e-12	1.141742337905872e-09	5.783310504669551e-11	2.186067513017296e-14	2.438634989360854e-11	1.215747195076225e-14	4.2443392430671646e-16	5.348504949108599e-13	1.1956772848383461e-08	4.085635510493458e-09	5.1171038677372337e-11	3.699814017118355e-12	2.544074319630497e-10	2.410040422981455e-10	1.1595674432744749e-11	5.568258098022571e-10	2.643806909984256e-09	1.0709175137704848e-12	1.775588478890661e-07	1.4106305878871481e-09	1.7285394519457168e-07	8.760411109879358e-09	4.395589807039923e-16
972.0.	3.5469134037089064e-10	1.558449432119891e-10	1.985702724954655e-12	8.003184908433804e-16	9.122714918404981e-10	1.257965332956132e-10	9.577126300930284e-13	6.005617029763617e-12	1.144870657197938e-09	5.7992143853465874e-11	2.186680381350357e-14	2.439310555981036e-11	1.2168962980609019e-14	4.2472752392779826e-16	5.349948677087068e-13	1.154961269292846e-08	4.057132149884645e-09	5.0788023810390645e-11	3.656563001278217e-12	2.5136984034719784e-10	2.358166656860623e-10	1.1341518452076759e-11	5.3786441146612e-10	2.63737291807007e-09	1.0691461809408648e-12	1.78014713204676e-07	1.4214370638542652e-09	1.7329204400953657e-07	8.782548323244458e-09	4.396692121666709e-16
984.0.	3.546913403708905e-10	1.558393093033742e-10	1.9906660058413222e-12	8.028022410156241e-16	9.14581461205439e-10	1.26626505057236e-10	9.681213709339488e-13	6.053542501237297e-12	1.1479135709317222e-09	5.814683731458217e-11	2.1884656058615352e-14	2.4397312569834727e-11	1.2179192286233e-14	4.2497704494214572e-16	5.350834988881985e-13	1.115631880935716e-08	4.0296440126788435e-09	5.041035323114485e-11	3.6139899348803893e-12	2.484378843118297e-10	2.3070386046868172e-10	1.109126057954809e-11	5.195487640129649e-10	2.6309401333944254e-09	1.0673736206289801e-12	1.784551705453719e-07	1.43202527987907e-09	1.73715269357285e-07	8.803933974980851e-09	4.400184476221767e-16
996.0.	3.5469134037089064e-10	1.5583366084190591e-10	1.995629532063552e-12	8.052878102244986e-16	9.168114761125207e-10	1.274508628471796e-10	9.784522519796555e-13	6.100418174629257e-12	1.150873972407928e-09	5.829733264016201e-11	2.191123137160038e-14	2.4399068376659667e-11	1.2188205961253e-14	4.2518412527086144e-16	5.351185183169404e-13	1.0776418967229152e-08	4.00313366497275e-09	5.003811017330542e-11	3.5720987920060533e-12	2.4560782184587913e-10	2.2566653857375218e-10	1.08449289038083e-11	5.018568756507121e-10	2.6245091134348113e-09	1.0655999632729728e-12	1.788807470238566e-07	1.442398799493761e-09	1.7412412691919987e-07	8.82459361754842e-09	4.4054560654926566e-16
1008.0.	3.546913403708925e-10	1.5582799822960692e-10	2.000592811630267e-12	8.077749537154952e-16	9.18964258498002e-10	1.282698051136296e-10	9.887064044608755e-13	6.146259755650263e-12	1.15375465655297e-09	5.844377203496483e-11	2.194421690328535e-14	2.439846696269109e-11	1.219604847936655e-14	4.2535034510338755e-16	5.351019804386951e-13	1.040945702512563e-08	3.977565137653888e-09	4.967136668286725e-11	3.5308925296781458e-12	2.428760480173088e-10	2.2070546411561082e-10	1.060254511622342e-11	4.847675038690609e-10	2.618080394025661e-09	1.0638253347234841e-12	1.792919515985725e-07	1.45256119460635e-09	1.745191050830116e-07	8.844551929527413e-09	4.4120360402494085e-16
1020.0.	3.5469134037089043e-10	1.55822321854524e-10	2.005555371471768e-12	8.102634357032379e-16	9.210424376773444e-10	1.290835230201896e-10	9.988849733452382e-13	6.191083092709043e-12	1.1565583233785941e-09	5.858629287442729e-11	2.198183174679335e-14	2.439559896177704e-11	1.220276275124791e-14	4.2547722889697033e-16	5.350358668271995e-13	1.0054992366597071e-08	3.952903862361721e-09	4.931018427174132e-11	3.4903731520552542e-12	2.4023908952463804e-10	2.158212625215206e-10	1.036412491895537e-11	4.682601291675625e-10	2.611654490160003e-09	1.062049856409597e-12	1.796892757234852e-07	1.462516040873382e-09	1.749006755576837e-07	8.86383274669116e-09	4.4195618180945733e-16
1032.0.	3.5469134037089064e-10	1.5581663209127052e-10	2.010516756784607e-12	8.127530290654294e-16	9.230485533978002e-10	1.2989220072116522e-10	1.008989115237813e-12	6.234904149290873e-12	1.159287581120229e-09	5.872502786435157e-11	2.20227073617694e-14	2.439055177056971e-11	1.220839017643358e-14	4.2556624720587786e-16	5.349220885347863e-13	9.712599388327089e-09	3.9291166134784605e-09	4.895461451781176e-11	3.4505417694678223e-12	2.3769359975807453e-10	2.110144289168947e-10	1.012967840009868e-11	4.5231493121633694e-10	2.605231896717855e-09	1.0602736454892062e-12	1.800731939375846e-07	1.4722669133847652e-09	1.7526929393114208e-07	8.88245909019045e-09	4.427754746925963e-16
1044.0.	3.5469134037089064e-10	1.558109293015575e-10	2.015476530364261e-12	8.152435150308259e-16	9.249850589574811e-10	1.30696015638507e-10	1.019019996379892e-12	6.277738977798102e-12	1.161944949441639e-09	5.886010520396655e-11	2.2065794087463038e-14	2.4383409662660826e-11	1.221297069649077e-14	4.2561881856201466e-16	5.347624885200572e-13	9.381866977154012e-09	3.906171450336993e-09	4.860469965565947e-11	3.4113986562706787e-12	2.3523635382816523e-10	2.062853363496613e-10	9.899210400981816e-12	4.3691276449858194e-10	2.598813089206751e-09	1.0584968150019792e-12	1.804441644656475e-07	1.4818173826298182e-09	1.7562540023900518e-07	8.900453195293624e-09	4.436401078071939e-16
1056.0.	3.5469134037089064e-10	1.5580521383467931e-10	2.0204342719791103e-12	8.177346828866209e-16	9.26854324128919e-10	1.3149513872010362e-10	1.028978790778909e-12	6.319603695167873e-12	1.1645328624376022e-09	5.899164873871131e-11	2.21102891236044e-14	2.4374253896136426e-11	1.221654284505521e-14	4.256363112494405e-16	5.345588439480342e-13	9.062398019870063e-09	3.884037663458798e-09	4.826047312842525e-11	3.372943304909809e-12	2.328642439267434e-10	2.0163424347617301e-10	9.672720859376492e-12	4.220351354800899e-10	2.592398524455485e-09	1.056719474012442e-12	1.808026297809074e-07	1.4911710107399442e-09	1.759694194972715e-07	8.917836538305215e-09	4.445337308620312e-16
1068.0.	3.5469134037089043e-10	1.5579948602796901e-10	2.02538957776842e-12	8.202263296970318e-16	9.286586379717262e-10	1.322897346864052e-10	1.038866678448396e-12	6.360514460013793e-12	1.1670536715215001e-09	5.911977810716272e-11	2.2155580677450472e-14	2.436316281719112e-11	1.2219143796040111e-14	4.256200450168778e-16	5.343128684160386e-13	8.753808931616837e-09	3.8626857235008864e-09	4.792196011292084e-11	3.335174477263739e-12	2.3057427489780791e-10	1.970613018558284e-10	9.450205135040557e-12	4.0766418064522184e-10	2.5859886412807132e-09	1.0549417277473848e-12	1.811490171456658e-07	1.5003313479810642e-09	1.7630176221422111e-07	8.934629862434196e-09	4.454438813935935e-16
1080.0.	3.5469134037089043e-10	1.55793746207243e-10	2.03034205964377e-12	8.227182600233264e-16	9.304002116360231e-10	1.330799622733931e-10	1.048684843748994e-12	6.4004874512153e-12	1.1695096483021162e-09	5.924460888741344e-11	2.220120453027644e-14	2.435021196370572e-11	1.222080941178411e-14	4.2557129279128333e-16	5.340262141875373e-13	8.45572918583793e-09	3.8420872312969255e-09	4.7589178027625394e-11	3.298090254154893e-12	2.2836355986994202e-10	1.9256656299326533e-10	9.231654323545294e-12	3.937826446057195e-10	2.5795838611488514e-09	1.053163677732404e-12	1.814837391491427e-07	1.509301929507733e-09	1.7662282489993521e-07	8.95085320354168e-09	4.463611007818275e-16
1092.0.	3.5469134037089043e-10	1.5578799468720982e-10	2.0352913447308493e-12	8.252102856628219e-16	9.320811809743834e-10	1.338659744580971e-10	1.058434473837619e-12	6.4395388479535935e-12	1.171902987263092e-09	5.936625273340809e-11	2.2246810573739963e-14	2.4335474161863877e-11	1.2221574287959712e-14	4.254912822778705e-16	5.337004742816107e-13	8.167800876338107e-09	3.8222148716330255e-09	4.726213700698081e-11	3.2616880815549727e-12	2.262293162033973e-10	1.881499849021488e-10	9.017055548788607e-12	3.803738597049772e-10	2.573184588793124e-09	1.0513854219190311e-12	1.81807194208245e-07	1.51808627233379e-09	1.769329905406806e-07	8.966525914113087e-09	4.472782531764123e-16
1104.0.	3.5469134037089017e-10	1.557822317718664e-10	2.0402370748205278e-12	8.277022253921021e-16	9.337036091154963e-10	1.346479186786788e-10	1.06811675720922e-12	6.477684811053878e-12	1.1742358084021222e-09	5.948481750923069e-11	2.229213678765103e-14	2.4319019621540868e-11	1.2221471797877709e-14	4.253811975405202e-16	5.333371845407355e-13	7.889678285769782e-09	3.80304236839628e-09	4.694084035752208e-11	3.225964814892991e-12	2.241688615318465e-10	1.8381143840402993e-10	8.806392243358568e-12	3.674217259218292e-10	2.5667912128197952e-09	1.049607054809725e-12	1.8211976706025652e-07	1.5266878725319532e-09	1.772326290658109e-07	8.98166668685214e-09	4.481899958727474e-16
1116.0.	3.5469134037089043e-10	1.5577645775487592e-10	2.045178905841197e-12	8.301939047201426e-16	9.352694889403302e-10	1.354259370447069e-10	1.0777328823312e-12	6.514941465599745e-12	1.17651015976933e-09	5.960040741826226e-11	2.2336989104122198e-14	2.430091602813832e-11	1.222053413513343e-14	4.2524218052424075e-16	5.32937825625238e-13	7.621027470472927e-09	3.784544441926741e-09	4.662528499098866e-11	3.190916761035684e-12	2.2217960997966203e-10	1.795507130944747e-10	8.599644413890701e-12	3.549106915360659e-10	2.5604041062906313e-09	1.047828667577953e-12	1.824218292363252e-07	1.5351102026414153e-09	1.775220977965648e-07	8.99629357735994e-09	4.4909236948964085e-16
1128.0.	3.5469134037089064e-10	1.557706729199296e-10	2.050116507349745e-12	8.326851556500974e-16	9.367807454735885e-10	1.362001665387963e-10	1.08728403636519e-12	6.55132488474878e-12	1.1787280199180551e-09	5.971312312788068e-11	2.238122581350277e-14	2.4281228631339166e-11	1.2218792354809911e-14	4.250753325271363e-16	5.32503824943711e-13	7.361525859524632e-09	3.766696768315616e-09	4.631546183631744e-11	3.156539718126084e-12	2.202590685333135e-10	1.753675230041427e-10	8.396788892643409e-12	3.428257344558148e-10	2.5540236272845415e-09	1.0460503481840271e-12	1.827137395182344e-07	1.5433567092738373e-09	1.778017418791224e-07	9.010424026018498e-09	4.499824805830406e-16
1140.0.	3.5469134037089043e-10	1.5576487754109371e-10	2.055049562040454e-12	8.351758164494168e-16	9.382392381937796e-10	1.369707392100359e-10	1.096771403971904e-12	6.5868510746877665e-12	1.1808913002715452e-09	5.982306188988219e-11	2.242474548919307e-14	2.426002033088275e-11	1.2216276413286731e-14	4.248817156233722e-16	5.320365585208436e-13	7.110861867440329e-09	3.7494759405437685e-09	4.601135623151375e-11	3.1228290133813813e-12	2.184048335593353e-10	1.71261511969203e-10	8.197799575944949e-12	3.311523441807661e-10	2.5476501194392213e-09	1.044272181486841e-12	1.8299584437914478e-07	1.5514308109073702e-09	1.780718947025616e-07	9.02407487911123e-09	4.508582558773758e-16
1152.0.	3.5469134037089033e-10	1.557590718831424e-10	2.059977765271205e-12	8.376657314280045e-16	9.396467632646745e-10	1.377377823595747e-10	1.106196166195007e-12	6.6215359606687915e-12	1.183001847408487e-09	5.993031765677261e-11	2.24674776392786e-14	2.4237351759440486e-11	1.22130152066946e-14	4.2466235403836007e-16	5.315373528038158e-13	6.868734520062479e-09	3.732859431367372e-09	4.5712948296311016e-11	3.089779538943023e-12	2.166145874623286e-10	1.672322587242958e-10	8.002647650113324e-12	3.198765043796114e-10	2.5412839124735223e-09	1.0424942493516931e-12	1.832684784088858e-07	1.5593358958587811e-09	1.783328783022595e-07	9.037262409207853e-09	4.517182519942648e-16
1164.0.	3.5469134037089064e-10	1.5575325620187873e-10	2.064900824606415e-12	8.401547507241524e-16	9.410050556908185e-10	1.385014187187177e-10	1.115559499420113e-12	6.655395374070206e-12	1.185061445270191e-09	6.003498119407203e-11	2.250937547113946e-14	2.421328136267804e-11	1.2209036608057092e-14	4.2441823547748826e-16	5.310074864086978e-13	6.634853093188111e-09	3.7168255578623853e-09	4.542021328648192e-11	3.057385785867772e-12	2.148860954767693e-10	1.6327928173068332e-10	7.811301805424623e-12	3.0898467606078313e-10	2.5349253226912254e-09	1.040716630754297e-12	1.8353196472435198e-07	1.5670753204241662e-09	1.78585003749258e-07	9.050002334839965e-09	4.525615081854464e-16
1176.0.	3.5469134037089074e-10	1.5574743074444242e-10	2.0698184593761432e-12	8.42642730097975e-16	9.423157913996845e-10	1.39261766619865e-10	1.124862574405197e-12	6.688445040428971e-12	1.1870718172921611e-09	6.013714018877187e-11	2.255041029330988e-14	2.418786547658524e-11	1.2204367503159461e-14	4.241503124096901e-16	5.304481918082673e-13	6.408936763501812e-09	3.7013534475448474e-09	4.513312193062769e-11	3.0256418763445997e-12	2.1321720258672339e-10	1.594020437516996e-10	7.623728438680753e-12	2.984637813162987e-10	2.5285746534668652e-09	1.038939401881177e-12	1.837866153655399e-07	1.574652407179205e-09	1.788285715260951e-07	9.062309839492665e-09	4.533874323878264e-16
1188.0.	3.546913403708908e-10	1.557415957496075e-10	2.074730400250785e-12	8.451295307320941e-16	9.435805892529648e-10	1.400189401606121e-10	1.1341065553788921e-12	6.720700568393373e-12	1.189034628462661e-09	6.023687935407733e-11	2.2590567185906192e-14	2.4161158402158948e-11	1.219903382518517e-14	4.238595033072171e-16	5.298606569628543e-13	6.1907142713953844e-09	3.6864230059883433e-09	4.485164075022995e-11	2.994541594218481e-12	2.11605830567848e-10	1.5559995618708792e-10	7.439891844904034e-12	2.883011876192025e-10	2.522232195714251e-09	1.037162636226519e-12	1.8403273167773962e-07	1.582070443430319e-09	1.790638718895837e-07	9.074199589936611e-09	4.5419571309712545e-16
1200.0.	3.546913403708909e-10	1.5573575144806852e-10	2.079636388830673e-12	8.476150190392307e-16	9.448010129903713e-10	1.407730493613816e-10	1.1432925992034458e-12	6.752177439550108e-12	1.190951487311811e-09	6.033428053061477e-11	2.262984165378888e-14	2.413321247755311e-11	1.219306058817518e-14	4.235466938434837e-16	5.292460268964743e-13	5.979923595107086e-09	3.6720148858516083e-09	4.457573236378147e-11	2.96407841390349e-12	2.100499751450535e-10	1.518723831780735e-10	7.259754398693267e-12	2.784846926481813e-10	2.5158982283385066e-09	1.035386404685692e-12	1.842706046805588e-07	1.589332679809234e-09	1.7929118522117838e-07	9.085685753932753e-09	4.549862512427253e-16
