time	ATIII	II	IIa	IIa_ATIII	IX	IXa	IXa_ATIII	IXa_VIIIa	IXa_VIIIa_X	TF	TFPI	TF_VII	TF_VIIa	TF_VIIa_ATIII	TF_VIIa_IX	TF_VIIa_X	TF_VIIa_Xa	TF_VIIa_Xa_TFPI	V	VII	VIII	VIIIa	VIIIa1_L	VIIIa2	VIIa	Va	X	Xa	Xa_ATIII	Xa_TFPI	Xa_Va	Xa_Va_II	mIIa	mIIa_ATIII
972.0.	1.907392455875488e-06	4.6977698609512485e-162	2.222055550075463e-12	9.503326028902454e-07	9e-08	9.025239637039682e-11	1.123073879936894e-10	5.740623851496098e-12	1.6995917844342201e-12	0	4.0224967720806765e-11	0	0	0	0	0	0	0	-3.975383695218659e-50	4.970181358066674e-150	-1.748211957877173e-49	9.522505490497902e-12	6.830372788735898e-10	6.830372788735898e-10	1.0100000000000001e-08	4.384431711156206e-10	2.427089034797028e-08	2.230261940700244e-08	9.149745879207929e-08	2.4597750322791973e-09	1.9561556828884334e-08	5.583456192304984e-164	-3.231655772776408e-126	4.506651750542051e-07
984.0.	1.9066355374963678e-06	1.428971896432392e-164	1.8888255615622543e-12	9.50332936120234e-07	9e-08	8.956765787007543e-11	1.133155759772842e-10	5.499511629295953e-12	1.6172545233610709e-12	0	4.117474365242941e-11	0	0	0	0	0	0	0	-3.97342741047316e-50	1.5745368036819507e-151	-1.747351663463528e-49	9.207697984276021e-12	6.836755358630849e-10	6.836755358630849e-10	1.0100000000000001e-08	4.4988084897362283e-10	2.4107671181510287e-08	2.1722731403365638e-08	9.225303575322681e-08	2.458825256347575e-09	1.955011915102633e-08	1.6863337977248602e-166	-7.916748142622246e-128	4.506651750542051e-07
996.0.	1.9058986569726238e-06	-1.773794674522133e-166	1.605670492194727e-12	9.503332192753031e-07	9e-08	8.887712525924021e-11	1.143156609381408e-10	5.2680194091613464e-12	1.539194393474218e-12	0	4.2149697508377253e-11	0	0	0	0	0	0	0	-3.9717652047643753e-50	5.466678646703001e-153	-1.746620693041718e-49	8.905235160404863e-12	6.842875510369777e-10	6.842875510369777e-10	1.0100000000000001e-08	4.616655721807707e-10	2.395233937644038e-08	2.115530366191505e-08	9.298863303694025e-08	2.457850302491628e-09	1.9538334427819192e-08	-2.0972233090275961e-168	-1.943729332379942e-129	4.506651750542051e-07
1008.0.	1.905181357056724e-06	-4.187039887735848e-168	1.3650479386653508e-12	9.503334598978565e-07	9e-08	8.818140103514754e-11	1.1530759770673432e-10	5.04582896421973e-12	1.46517229391504e-12	0	4.315019636466678e-11	0	0	0	0	0	0	0	-3.970352685457032e-50	2.076966128951177e-154	-1.745999524537456e-49	8.614630684787382e-12	6.84874368057096e-10	6.84874368057096e-10	1.0100000000000001e-08	4.738051898785644e-10	2.380448613651533e-08	2.0600303683915253e-08	9.370470039351872e-08	2.456849803635337e-09	1.952619481012139e-08	-4.930761524005975e-170	-4.783376719343903e-131	4.506651750542051e-07
1020.0.	1.904483184352094e-06	-5.2606379709125814e-170	1.1605545721151129e-12	9.503336643912231e-07	9e-08	8.748106278588513e-11	1.1629134731483642e-10	4.832626249205986e-12	1.39496365008911e-12	0	4.417660801738468e-11	0	0	0	0	0	0	0	-3.969152203159334e-50	8.609161203817577e-156	-1.745471601280494e-49	8.33542063604794e-12	6.854369894646749e-10	6.854369894646749e-10	1.0100000000000001e-08	4.863076692490285e-10	2.36637254581892e-08	2.005767900025349e-08	9.440168485517363e-08	2.455823391982619e-09	1.951369233075093e-08	-6.233571045259988e-172	-1.179930127255751e-132	4.506651750542051e-07
1032.0.	1.903803689743308e-06	-4.949285536999902e-172	9.86753594289875e-13	9.503338381922009e-07	9e-08	8.677666372785605e-11	1.172668767158241e-10	4.628102082022524e-12	1.328357474314013e-12	0	4.522930006095307e-11	0	0	0	0	0	0	0	-3.968131817417155e-50	3.887660887268282e-157	-1.7450228771590288e-49	8.067161970517906e-12	6.859763784731632e-10	6.859763784731632e-10	1.0100000000000001e-08	4.991810833572454e-10	2.35296927487635e-08	1.9527359143599523e-08	9.508003013358085e-08	2.454770699939052e-09	1.9500818916642732e-08	-5.821922757477156e-174	-2.917733221207274e-134	4.506651750542051e-07
1044.0.	1.9031424287876701e-06	-3.4528820307516873e-174	8.390284186706668e-13	9.503339859173767e-07	9e-08	8.6068733279179e-11	1.1823415851260923e-10	4.431952721617162e-12	1.2651554866113682e-12	0	4.6308638954752105e-11	0	0	0	0	0	0	0	-3.967264423540739e-50	1.907301524588783e-158	-1.74464143263362e-49	7.809431139494678e-12	6.864934606522944e-10	6.864934606522944e-10	1.0100000000000001e-08	5.124335980607988e-10	2.3402043533929803e-08	1.900925746535281e-08	9.574017608224633e-08	2.453691361045253e-09	1.9487566401939182e-08	-4.093276272252793e-176	-7.23296040571966e-136	4.506651750542051e-07
1056.0.	1.902498962069572e-06	-1.296559057425568e-176	7.134585755586936e-13	9.503341114872197e-07	9e-08	8.535777766148333e-11	1.191931706934336e-10	4.2438803526112716e-12	1.205171292488476e-12	0	4.741498907683976e-11	0	0	0	0	0	0	0	-3.966527014825608e-50	1.0150033526301261e-159	-1.744317150291972e-49	7.561822841617799e-12	6.869891255133002e-10	6.869891255133002e-10	1.0100000000000001e-08	5.260734579164537e-10	2.328045224894629e-08	1.850327280843502e-08	9.638255821831951e-08	2.452585010923165e-09	1.9473926542083523e-08	-1.523890050906589e-178	-1.79768919640886e-137	4.506651750542051e-07
1068.0.	1.901872855519197e-06	9.007841788482914e-179	6.067144530689518e-13	9.503342182313422e-07	9e-08	8.464428052347808e-11	1.2014389637570152e-10	4.063593486271248e-12	1.148229614565804e-12	0	4.8548711763876805e-11	0	0	0	0	0	0	0	-3.965900058705592e-50	5.844629303148272e-161	-1.744041440506425e-49	7.323948895119505e-12	6.874642280040612e-10	6.874642280040612e-10	1.0100000000000001e-08	5.401089710191909e-10	2.316461110799843e-08	1.80092910462799e-08	9.70076072988902e-08	2.451451288236128e-09	1.945989102898078e-08	1.0597852646248361e-180	-4.4797660891536355e-139	4.506651750542051e-07
1080.0.	1.901263680697278e-06	2.625522102894093e-180	5.15968004621669e-13	9.503343089777909e-07	9e-08	8.392870358048861e-11	1.210863235579539e-10	3.890807286617006e-12	1.094165574957098e-12	0	4.971016433674313e-11	0	0	0	0	0	0	0	-3.965366968898878e-50	3.635577428504274e-162	-1.743807009305271e-49	7.09543721641948e-12	6.879195899220243e-10	6.879195899220243e-10	1.0100000000000001e-08	5.545484927108184e-10	2.305422904660059e-08	1.752718649769418e-08	9.761574894717788e-08	2.450289835663261e-09	1.9445451507289152e-08	3.078772062924463e-182	-1.119404973122488e-140	4.506651750542051e-07
1092.0.	1.9006710150477518e-06	3.463063024472776e-182	4.388169924016089e-13	9.503343861288032e-07	9e-08	8.321148726488509e-11	1.220204448800369e-10	3.72524382971209e-12	1.0428240253826351e-12	0	5.089969911169013e-11	0	0	0	0	0	0	0	-3.964913658521353e-50	2.437425613838458e-163	-1.743607661850189e-49	6.8759308930641365e-12	6.883560012518589e-10	6.883560012518589e-10	1.0100000000000001e-08	5.694004081015554e-10	2.294903073219671e-08	1.705682322662093e-08	9.820740332437024e-08	2.4491003008883153e-09	1.9430599591898413e-08	4.090717357790598e-184	-2.804949476484154e-142	4.506651750542051e-07
1104.0.	1.9000944421201338e-06	3.359212299166325e-184	3.732207077130868e-13	9.503344517250875e-07	9e-08	8.249305138298141e-11	1.229462573914664e-10	3.566632303474805e-12	9.940589220940585e-13	0	5.211766239724671e-11	0	0	0	0	0	0	0	-3.9645281615587155e-50	1.758347385488848e-164	-1.7434381359750837e-49	6.665087340377082e-12	6.88774221434072e-10	6.88774221434072e-10	1.0100000000000001e-08	5.846731133516936e-10	2.28487556384101e-08	1.659805623522491e-08	9.878298484319186e-08	2.447882337602759e-09	1.941532688664828e-08	3.9339483033623515e-186	-7.048876735769417e-144	4.506651750542051e-07
1116.0.	1.899533551763522e-06	2.419622035183345e-186	3.1744542359592474e-13	9.503345075003717e-07	9e-08	8.177379577457065e-11	1.238637623279529e-10	3.414709154694996e-12	9.477327427982025e-13	0	5.336439347745492e-11	0	0	0	0	0	0	0	-3.964200312100305e-50	1.362009250763716e-165	-1.743293961126185e-49	6.462577532405375e-12	6.891749805701195e-10	6.891749805701195e-10	1.0100000000000001e-08	6.003749956684911e-10	2.275315717867485e-08	1.615073255814535e-08	9.934290191958299e-08	2.446635606522551e-09	1.9399625004331493e-08	2.8595429519369026e-188	-1.776589716149167e-145	4.506651750542051e-07
1128.0.	1.8989879402940649e-06	9.966491324254496e-189	2.7001810128374883e-13	9.503345549276938e-07	9e-08	8.105410097178623e-11	1.2477296489601101e-10	3.2692181893297116e-12	9.037159428898008e-13	0	5.464022358238475e-11	0	0	0	0	0	0	0	-3.963921472415774e-50	1.130918370282265e-166	-1.7431713387812243e-49	6.2680852988309736e-12	6.895589805689674e-10	6.895589805689674e-10	1.0100000000000001e-08	6.165144119792034e-10	2.266200189525209e-08	1.571469226521793e-08	9.98875567591487e-08	2.445359776417619e-09	1.9383485588020782e-08	1.165891754318227e-190	-4.4913828413840596e-147	4.506651750542051e-07
1140.0.	1.8984572106377441e-06	-4.8790341311826676e-191	2.2968709750709205e-13	9.503345952586977e-07	9e-08	8.03343288544437e-11	1.2567387406555661e-10	3.129910631587799e-12	8.618864484286791e-13	0	5.5945474847241154e-11	0	0	0	0	0	0	0	-3.9636843023590444e-50	1.0046255881257471e-167	-1.743067041042688e-49	6.0813066804816546e-12	6.899268962395198e-10	6.899268962395198e-10	1.0100000000000001e-08	6.330996662515309e-10	2.257506869989231e-08	1.528976937946131e-08	1.004173451752967e-07	2.4440545251527652e-09	1.9366900333748453e-08	-5.7052151482663385e-193	-1.138975851731313e-148	4.506651750542051e-07
1152.0.	1.897940972450227e-06	-1.6775217310653133e-192	1.953888105531548e-13	9.503346295569844e-07	9e-08	7.961482329943501e-11	1.26566502370362e-10	2.9965451467907963e-12	8.221291834290155e-13	0	5.7280459261753287e-11	0	0	0	0	0	0	0	-3.9634825637598022e-50	9.531933612308846e-169	-1.742978324617155e-49	5.901949336933138e-12	6.902793763328651e-10	6.902793763328651e-10	1.0100000000000001e-08	6.501389854409769e-10	2.249214816265125e-08	1.4875792716646661e-08	1.009326564362214e-07	2.442719540738254e-09	1.9349861014559e-08	-1.9572266763866232e-194	-2.897650609375445e-150	4.506651750542051e-07
1164.0.	1.897438842215543e-06	-2.27305645815184e-194	1.6621936469695812e-13	9.503346587264301e-07	9e-08	7.889591082211351e-11	1.274508657162259e-10	2.868887832518874e-12	7.843356291585616e-13	0	5.864547761190354e-11	0	0	0	0	0	0	0	-3.96331095444971e-50	9.641788592634267e-170	-1.74290285782678e-49	5.729732000455244e-12	6.906170445378854e-10	6.906170445378854e-10	1.0100000000000001e-08	6.676404940576757e-10	2.241304184559946e-08	1.4472586652326872e-08	1.0143387313811409e-07	2.4413545223881043e-09	1.933235950594231e-08	-2.6749802315875863e-196	-7.395897084988752e-152	4.506651750542051e-07
1176.0.	1.8969504433251939e-06	-2.233499532777996e-196	1.414105696052743e-13	9.503346835352257e-07	9e-08	7.817790120793565e-11	1.283269831966948e-10	2.746712182108777e-12	7.484034132776371e-13	0	6.004081841643311e-11	0	0	0	0	0	0	0	-3.963164967400191e-50	1.038078357907494e-170	-1.7428386586638227e-49	5.564383971230016e-12	6.909405004334016e-10	6.909405004334016e-10	1.0100000000000001e-08	6.856121873562824e-10	2.2337561678385353e-08	1.407997182178756e-08	1.019213711021866e-07	2.439959181583575e-09	1.9314387812643702e-08	-2.601878092156422e-198	-1.8941168757369683e-153	4.506651750542051e-07
1188.0.	1.896475406139316e-06	-1.620272518398658e-198	1.203095073778539e-13	9.503347046362877e-07	9e-08	7.746108813291322e-11	1.291948769161605e-10	2.629799024168065e-12	7.142359267749976e-13	0	6.146675686092906e-11	0	0	0	0	0	0	0	-3.9630407711469847e-50	1.187512474912578e-171	-1.742784042206237e-49	5.4056446493676465e-12	6.912503203997075e-10	6.912503203997075e-10	1.0100000000000001e-08	7.040619031685429e-10	2.2265529372819128e-08	1.36977657580007e-08	1.023955192932829e-07	2.4385332431390803e-09	1.9295938096831443e-08	-1.90787819394287e-200	-4.8675504148546886e-155	4.506651750542051e-07
1200.0.	1.896013368031351e-06	7.879536817652968e-201	1.023611982642595e-13	9.503347225845967e-07	9e-08	7.674574977168353e-11	1.30054571820149e-10	2.51793644140039e-12	6.81741966783938e-13	0	6.292355373267444e-11	0	0	0	0	0	0	0	-3.962935108265409e-50	1.4412976734912882e-172	-1.7427375759712168e-49	5.253263099776334e-12	6.915470584920576e-10	6.915470584920576e-10	1.0100000000000001e-08	7.229972924122258e-10	2.2196775873840122e-08	1.332578347230331e-08	1.028566797580347e-07	2.4370764462673373e-09	1.927700270758775e-08	9.159396408203595e-203	-1.258595549973367e-156	4.506651750542051e-07
