time	A	I1	I2	S
56.0.	2530.0028803152272	6777.340974111389	1993.3356468341256	449.2492482052906
57.0.	2530.0028724976705	6777.340975045482	1993.3356277935964	449.2492485103923
58.0.	2530.0028669620024	6777.340975710086	1993.3356143075903	449.2492487262947
59.0.	2530.0028630421352	6777.340976182696	1993.3356047559369	449.249248879088
60.0.	2530.0028602664197	6777.340976518618	1993.3355979909709	449.2492489872264
61.0.	2530.002858300887	6777.340976757287	1993.3355931997585	449.2492490637654
62.0.	2530.0028569090555	6777.340976926793	1993.335589806486	449.2492491179416
63.0.	2530.002855923468	6777.34097704714	1993.3355874033055	449.2492491562909
64.0.	2530.0028552255476	6777.3409771325605	1993.3355857013473	449.249249183438
65.0.	2530.002854731332	6777.340977193176	1993.335584496017	449.2492492026559
66.0.	2530.0028543813673	6777.34097723618	1993.3355836424128	449.2492492162609
67.0.	2530.002854133545	6777.340977266682	1993.3355830378953	449.24924922589275
68.0.	2530.002853958055	6777.340977288313	1993.3355826097832	449.249249232712
69.0.	2530.002853833783	6777.34097730365	1993.3355823066013	449.24924923754
70.0.	2530.0028537457833	6777.340977314524	1993.3355820918941	449.2492492409584
71.0.	2530.0028536834657	6777.34097732223	1993.3355819398437	449.24924924337887
72.0.	2530.0028536393347	6777.340977327693	1993.335581832164	449.24924924509264
73.0.	2530.0028536081627	6777.340977331555	1993.3355817560969	449.24924924630307
74.0.	2530.0028535863253	6777.340977334264	1993.335581702807	449.2492492471509
75.0.	2530.00285357077	6777.340977336195	1993.335581664849	449.2492492477547
76.0.	2530.002853559691	6777.340977337569	1993.3355816378119	449.24924924818475
77.0.	2530.0028535518004	6777.340977338548	1993.3355816185535	449.24924924849114
78.0.	2530.0028535461793	6777.340977339248	1993.3355816048363	449.2492492487092
79.0.	2530.0028535421766	6777.340977339743	1993.3355815950654	449.24924924886466
80.0.	2530.0028535393253	6777.340977340101	1993.335581588106	449.2492492489753
81.0.	2530.002853537294	6777.340977340352	1993.3355815831487	449.249249249054
82.0.	2530.002853535847	6777.340977340529	1993.3355815796178	449.24924924911033
83.0.	2530.002853534816	6777.340977340658	1993.3355815771024	449.24924924915035
84.0.	2530.002853534082	6777.340977340753	1993.3355815753107	449.24924924917866
85.0.	2530.002853533559	6777.340977340818	1993.3355815740351	449.24924924919895
86.0.	2530.0028535331876	6777.340977340866	1993.3355815731268	449.2492492492133
87.0.	2530.0028535329225	6777.3409773408985	1993.3355815724792	449.24924924922357
88.0.	2530.0028535327338	6777.340977340921	1993.3355815720183	449.24924924923096
89.0.	2530.0028535325987	6777.3409773409385	1993.3355815716898	449.24924924923613
90.0.	2530.002853532504	6777.340977340948	1993.3355815714554	449.24924924924005
91.0.	2530.002853532435	6777.340977340957	1993.3355815712887	449.2492492492427
92.0.	2530.0028535323854	6777.340977340964	1993.3355815711707	449.2492492492445
93.0.	2530.00285353235	6777.340977340965	1993.3355815710852	449.249249249246
94.0.	2530.002853532325	6777.340977340965	1993.3355815710247	449.2492492492472
95.0.	2530.002853532307	6777.340977340966	1993.3355815709822	449.24924924924795
96.0.	2530.002853532294	6777.340977340967	1993.3355815709508	449.2492492492485
97.0.	2530.002853532285	6777.340977340967	1993.3355815709278	449.2492492492489
98.0.	2530.0028535322786	6777.340977340967	1993.335581570912	449.24924924924926
99.0.	2530.002853532274	6777.340977340967	1993.3355815709006	449.24924924924943
100.0.	2530.00285353227	6777.340977340967	1993.3355815708926	449.24924924924954
