time	species_1	species_10	species_11	species_12	species_13	species_14	species_15	species_16	species_17	species_18	species_19	species_2	species_20	species_21	species_22	species_23	species_24	species_25	species_3	species_4	species_5	species_6	species_7	species_8	species_9
450.0.	0.10113473350264801	1.199035311462917	9.6373148055013	0.362645068018672	0.9998325166735991	3.8106644368249816e-05	11.809016997437558	0.008315968113878	0.151684031886121	4.545967471744429	0.005468445835565001	0.237047735755391	0.000142207186258	11.434628572599603	48.23363169895611	6.677984346200492	1.38741137297614	6.290566432182039	0.114983734176234	0.09752000549414801	8.373700277767819	0.004230291172035001	0.000187960986403	50.92635992113841	3.800964688537084
465.0.	0.09704638840940301	1.173419092389782	9.621422195152324	0.378537678367643	0.999843752717065	3.263815333568802e-05	11.068456987794795	0.0073236487613460004	0.152676351238653	4.546266747025893	0.005169170554101	0.210802655216239	0.000138069596178	11.446013892513594	48.264927405368134	6.742581398475913	1.3926260754762891	6.349949172971624	0.108419688013935	0.08775949415631101	7.748888643620521	0.003995114699049	0.000176724942937	50.76114176032988	3.826580907610221
480.0.	0.093148183083265	1.148084988931128	9.605941579185584	0.394018294334381	0.999854563162836	2.7802547104209544e-05	10.370936580602853	0.00642710491493	0.15357289508506902	4.546556794284302	0.0048791232956930004	0.186971879078754	0.00013394411347200002	11.45573235069597	48.294005015764476	6.803692657604758	1.397961945099127	6.405724938681142	0.102095015627501	0.07906770170034201	7.179535799543268	0.0037684288985510004	0.000165914497165	50.59642974947566	3.851915011068875
495.0.	0.08942408420645101	1.123044193284551	9.591001955186153	0.408957918333813	0.999864932727714	2.3559050707339114e-05	9.714029867406241	0.005621398904756001	0.154378601095242	4.546837003488568	0.004598914091426	0.165421457022936	0.00012979287264000002	11.463984507106108	48.32089504578706	6.861430987146386	1.403382335895043	6.458043238287712	0.09601805024187901	0.071337301191017	6.6618882912764015	0.003550259927808	0.000155544932288	50.43558445664899	3.87695580671545
510.0.	0.085858949848565	1.098308610224041	9.57670900433862	0.423250869181348	0.9998748482854211	1.9864851714607853e-05	9.095485554081218	0.004901570046975	0.155098429953024	4.547106640748574	0.0043292768314200005	0.14602557812875702	0.000125585484097	11.470956564840714	48.345662003990775	6.915911312461923	1.4088488555507501	6.507057389008948	0.09019988393798001	0.06446830265773601	6.192168125353617	0.0033406658271730003	0.00014562937458100002	50.28097888875077	3.9016913897759613
525.0.	0.082438898697768	1.073893529544844	9.5631506289729	0.43680924454706804	0.9998842983387191	1.667422475009215e-05	8.513211070041391	0.004262227843076	0.155737772156923	4.547365034059674	0.0040708835203190005	0.128652662386248	0.00012129975073800001	11.476819725216568	48.368394849992	6.96725124057601	1.414322836604812	6.5529236649308285	0.084650431728057	0.058368488271050005	5.766635803816328	0.0031397423392160004	0.000136179321283	50.13423789560574	3.926106470455159
540.0.	0.07915154113656801	1.049817567797064	9.550397146431784	0.449562727088185	0.999893274070017	1.3939383358277072e-05	7.965254982824753	0.00369754995107	0.156302450048929	4.547611644364027	0.0038242732159660003	0.11316337065399201	0.00011692223492500002	11.481729554183294	48.38919954199426	7.015571534563419	1.419766658453507	6.595800449424991	0.079376972073242	0.052953345498165	5.381635103079763	0.0029476004198530003	0.000127203589985	49.996412945132036	3.950182432202939
555.0.	0.075986102980206	1.026101776400473	9.538501196995435	0.46145867652453304	0.999901770367516	1.1611812389151951e-05	7.449789721899059	0.0032014029138320004	0.156798597086167	4.547846098502479	0.0035898190775150002	0.09941221074297801	0.000112448398767	11.48582567857976	48.40819313012378	7.060996187616397	1.425144899293371	6.635847157309259	0.074383504193036	0.048145863779294	5.03363162958056	0.002764339847894	0.000118707292486	49.868111784019455	3.97389822359953
570.0.	0.07293344825445701	1.002768429689089	9.527498391257469	0.472461482262497	0.999909786490291	9.643669709357492e-06	6.96509564540368	0.0027675051906600003	0.157232494809339	4.548068201472436	0.003367716107559	0.087250497546086	0.00010788224725200001	11.489231896280181	48.42549902811825	7.10365207945429	1.430425261376703	6.673222966024895	0.069670539307268	0.04387626097047	4.719245953534861	0.0025900257602060003	0.00011069116971100002	49.74959703674141	3.997231570310916
585.0.	0.069986011630516	0.9798397132738511	9.517408684028753	0.48255118949121006	0.9999173263288791	7.989051981927114e-06	6.50954709085072	0.002389596946843	0.15761040305315602	4.548277933489251	0.0031579840907430003	0.07652974770538401	0.00010323549690100001	11.492056691376144	48.44124321606398	7.143668276343144	1.435579233105575	6.708085453571261	0.065235202304673	0.040081652748775	4.435280456878008	0.002424670843003	0.00010315133112400001	49.640863453966176	4.020160286726153
