time	T	Tstar	Tstarstar	Ttot	V
1606.0.	968.0840785877828	0.10069054640829	0.0012323436974330001	968.1860014778867	0.121795319639921
1642.0.5.0	962.0968361022652	0.12097796491896501	0.0014815522792200001	962.2192956194617	0.14644291149816102
1679.0.	955.3259306404083	0.14448899470940002	0.001770716734769	955.4721903518505	0.175049178758333
1715.0.5.0	947.7818751381261	0.171416739485817	0.0021023602291690003	947.9553942378391	0.207866576513552
1752.0.	939.5098309301144	0.201860123249117	0.002477869023033	939.7141689223844	0.24503549301116703
1788.0.5.0	930.5912980496746	0.23579788123754303	0.002897161221836	930.8299930921316	0.28655125931471004
1825.0.	921.1418351882112	0.273069651987737	0.0033584378177530004	921.4182632780144	0.332239204339061
1861.0.5.0	911.3047045797791	0.31336833880298404	0.0038580692051900004	911.6219309877852	0.38174305390115704
1898.0.	901.2412084720211	0.35624646421085604	0.004390653857692	901.6018455900876	0.43453036479120305
1934.0.5.0	891.1191970238772	0.401136909898599	0.004949257714053	891.5252831914876	0.48991591054594
1971.0.	881.1015416402964	0.447385818750812	0.005525810121373	881.5544532691665	0.5471006898669271
2007.0.5.0	871.3362057021214	0.49429327920941	0.006111604187525	871.8366105855163	0.6052214304826851
2044.0.	861.949015732094	0.5411562981711341	0.006697833776118001	862.4968698640388	0.663403879364562
2080.0.5.0	853.0395604621322	0.5873087000632351	0.00727609927454	853.6341452614673	0.7208131275815931
2117.0.	844.6800404179521	0.632153761925567	0.007838827652868	845.3200330075282	0.7766955233571441
2153.0.5.0	836.9164891723623	0.675187140934392	0.008379573637344	837.6000558869318	0.830408831832056
2190.0.	829.7716182873462	0.716009457828632	0.008893191577604001	830.4965209367506	0.8814395616966001
2226.0.5.0	823.2485557587997	0.7543293763912541	0.009375886668361	824.0122610218576	0.9294082842336681
2263.0.	817.3348773998662	0.789958971753811	0.009825166883269001	818.1346615385014	0.9740650450643821
2299.0.5.0	812.0065021575484	0.822803596226313	0.010239722904409	812.8395454766776	1.015277570395493
2336.0.	807.2311876162207	0.852848435353543	0.010619263667843	808.0946553152404	1.053015012891853
2372.0.5.0	802.971496101903	0.8801436503535621	0.010964331754	803.8626040840093	1.087329651470669
2409.0.	799.1871976970639	0.9047895714475871	0.011276117578534	800.1032633860887	1.118338438216847
2445.0.5.0	795.837137256158	0.9269229514580271	0.011556285635994002	796.7756164932506	1.14620571931888
2482.0.	792.8806256951652	0.9467048808597661	0.011806820853342	793.8391373968772	1.171127939607072
2518.0.5.0	790.2784296105254	0.96431063847397	0.012029898897933001	791.2547701478961	1.193320719914371
2555.0.	787.9934347177581	0.9799215143360811	0.012227781188007	788.9855840132811	1.213008386855833
2591.0.5.0	785.9910530124298	0.9937184853354301	0.012402733295332001	786.9971742310593	1.230415828328239
2628.0.	784.2394346052323	1.005877534907204	0.012556964227408	785.2578691043657	1.245762427150967
2664.0.5.0	782.7095351828046	1.01656636838006	0.012692583519009001	783.7387941347021	1.259257768790239
2701.0.	781.3750803371779	1.025942269904816	0.012811572951060002	782.4138341800323	1.271098807271863
2737.0.5.0	780.2124592751549	1.034150862386437	0.012915769884366001	781.2595259074242	1.281468189765432
2774.0.	779.2005729413081	1.041325558846414	0.013006859521165001	780.2549053596744	1.290533472399656
2810.0.5.0	778.3206554015587	1.047587525391177	0.013086373800429001	779.3813293007488	1.2984469987959821
2847.0.	777.5560823485415	1.053046008064597	0.013155695035407	778.6222840516403	1.305346252779446
2883.0.5.0	776.8921766572279	1.05779890572663	0.013216062779328	777.963191625733	1.311354534260777
2920.0.	776.316017874679	1.061933497404076	0.013268582739491	777.3912199548221	1.316581840559746
2956.0.5.0	775.8162602115963	1.065527254825717	0.013314236844117	776.8951017032653	1.321125863746208
2993.0.	775.3829618718246	1.068648689125146	0.013353893800292001	776.4649644547495	1.325073037894718
3029.0.5.0	775.0074272855891	1.071358195304151	0.013388319668933	776.0921738005615	1.3284995888578242
3066.0.	774.6820629000157	1.073708869467455	0.013418188129702002	775.7691899576118	1.331472553829785
3102.0.5.0	774.4002465425613	1.075747282574721	0.013444090221546	775.4894379153565	1.33405074922585
3139.0.	774.1562099421585	1.077514200998235	0.013466543429181	775.2471906865849	1.336285673855993
3175.0.5.0	773.9449337162879	1.079045248965847	0.013486000048021002	775.0374649653005	1.338222340583067
3212.0.	773.7620539685802	1.080371511388701	0.013502854804536	774.8559283347724	1.339900034105707
3248.0.5.0	773.6037795592677	1.081520077938706	0.013517451740002	774.6988170889452	1.34135299559943
3285.0.	773.4668190857122	1.0825145308090671	0.01353009038615	774.5628637069065	1.34261103701417
3321.0.5.0	773.3483166242779	1.083375379567587	0.013541031274239002	774.4452330351187	1.343700089125523
3358.0.	773.2457953244812	1.084120447057222	0.013550500826381002	774.3434662723636	1.344642688176406
3394.0.5.0	773.1571080018822	1.08476521053535	0.013558695681325	774.2554319080978	1.345458406284622
3431.0.	773.0803939404019	1.085323102266215	0.013565786507431002	774.1792828291744	1.346164230851216
3467.0.5.0	773.0140411827037	1.085805773660417	0.013571921354232	774.1134188777171	1.346774898075218
3504.0.	772.9566536555049	1.086223326843101	0.013577228591469	774.0564542109383	1.34730318542975
3540.0.5.0	772.9070225428458	1.08658451726632	0.013581819481165	774.0071888795923	1.34776016763135
3577.0.	772.8641013830295	1.086896930687791	0.013585790424707	773.9645841041411	1.348155440273753
3613.0.5.0	772.8269844232672	1.087167137536758	0.013589224923126001	773.9277407857263	1.348497314923798
3650.0.	772.7948878196282	1.0874008273905291	0.013592195285028	773.8958808423031	1.348792989107122
