time	EGF	GS	Grb	PLCg	PLCgP	PLCgl	R	R2	RG	RGS	RP	RPLCg	RPLCgP	RSh	RShG	RShGS	RShP	Ra	SOS	ShG	ShGS	ShP	Shc
49.0.6.0	580.5828614473394	1.725009844569188	14.453504626015567	1.6034067156443852	3.458910463054092	97.57167931888515	0.582861447341479	29.24689327763606	2.301364518007863	0.6537175399669151	3.505654785518364	0.40539281057112003	1.9606106918455422	0.082205863009199	0.528806872969039	0.452369097424939	2.085236516186021	16.972634606388407	1.766423870905773	35.482747853913274	29.402479647133294	80.64953932869705	1.3166148206672261
50.0.400000000000006.0	580.5852580872623	1.72356271967348	14.435842242969809	1.435634924047097	3.420476751292105	97.9765905061633	0.585258087263814	29.41919197939333	2.329426040868999	0.660932027785432	3.523833974974367	0.366470842440262	1.800826976057504	0.080709643446736	0.522249929565141	0.43954163528763	2.045751488029897	17.036872837037635	1.766744728435269	35.479226515031286	29.40921888881829	80.73610108124817	1.287200818572865
51.0.2.0	580.5874051152026	1.7222475466934761	14.419783061761901	1.287193945975487	3.384781249437589	98.34260740544822	0.5874051152035631	29.57254942086163	2.356777422971173	0.668114724879556	3.539914285167796	0.331391274478879	1.654026124660089	0.079457238555693	0.516601301593131	0.428049446929587	2.012283432690041	17.09426553922131	1.767097588110801	35.47393580178456	29.414490693386686	80.81259380972642	1.262588275333902
52.0.	580.5893219213223	1.721044464636279	14.405130530741932	1.155962323729238	3.351773315222487	98.67279885857542	0.589321921323614	29.708533115013893	2.383397169822013	0.675247997726099	3.554083110185033	0.29985104208331603	1.519614460389814	0.078409927770241	0.5117467484885331	0.41777596657807103	1.9839952969740162	17.145368408614367	1.7674735373044141	35.46719908825191	29.418458033755247	80.88043011111647	1.241984827065521
52.0.800000000000004.0	580.59102741036	1.719936882467986	14.391715062962838	1.040025153307431	3.321373695591574	98.9701091256037	0.591027410361842	29.828657341518696	2.409269287208958	0.6823159569392091	3.566518761998518	0.27155472431961203	1.396937301177971	0.077534731757187	0.5075828224177741	0.408610667147182	1.960145580482958	17.19071823970207	1.767865118464362	35.45929794587477	29.421271374981373	80.9408271353203	1.224729742018463
53.0.6.0	580.5925397974773	1.718910996258405	14.37939046814154	0.9376603320347541	3.293480694585896	99.2373407022761	0.592539797479773	29.934368612926413	2.434382853610097	0.689304395029243	3.577389310823647	0.24621836628665303	1.28529990481687	0.07680369957511	0.504016642099372	0.400449491591909	1.9400827658393631	17.230828117322886	1.768266148100805	35.45047618424978	29.423068969019752	80.99482947429044	1.210272773334301
54.0.400000000000006.0	580.5938764554386	1.717955361061113	14.36803077148846	0.8473241171608561	3.267975803295749	99.47714221404304	0.5938764554412	30.02703536281977	2.4587315710125752	0.6962007122282731	3.586851872160814	0.22357220828715502	1.1839856572135	0.07619324131504701	0.500965472029759	0.393195121167758	1.923238564562957	17.26618397896361	1.768671549855979	35.44094373532516	29.423977255686985	81.0433305634948	1.198156046417542
55.0.2.0	580.5950538070113	1.7170605154198881	14.357527401699675	0.767636516270438	3.244728711035208	99.6920008057144	0.59505380701416	30.107941255038238	2.48231330837695	0.7029938335567351	3.595052262263742	0.203362491934298	1.092271475045948	0.07568351788338601	0.49835615683150103	0.386757097523234	1.90912051798384	17.29724236011013	1.769077202188741	35.430880335280605	29.424111351311513	81.08709235119134	1.187998671994638
56.0.	580.5960872562164	1.7162186552834222	14.347786724269604	0.697366903237128	3.223601661472412	99.8842384139824	0.59608725621949	30.17828152184501	2.5051296492130772	0.709674119922687	3.602124949670927	0.18535250711086101	1.00944051419751	0.07525789336452	0.496124456048643	0.38105181793053206	1.897304374584123	17.324429136004778	1.769479800809963	35.42043897127863	29.423575606053504	81.12676311620297	1.179483764537157
56.0.800000000000004.0	580.5969911521435	1.715423353396638	14.338727892421971	0.635420145392466	3.204453152694108	100.05601131051327	0.596991152146771	30.239161772720326	2.527185452195167	0.716233275656695	3.608193237981414	0.16932303074499902	0.9347923606554661	0.074902450921701	0.494214318950751	0.37600242388868804	1.887426559012563	17.348139082397733	1.769876735653961	35.409749072086065	29.42246421140413	81.16289341071742	1.1723475530187741
